Character/Name/ArtanisUI,亞坦尼斯=0
VoiceOver/ParkA/NeedMoreFoodProtoss01,수정탑을 소환하세요.=2819
VoiceOver/ParkA/NeedMoreFoodProtoss02,수정탑 막히면 미래가 없어요.=2820
VoiceOver/ParkA/NeedMoreFoodZerg00,대군주가 더 필요합니다.=2821
VoiceOver/ParkA/NeedMoreFoodZerg01,대군주 어떻게 생긴지 알죠? 포동포동.=2822
VoiceOver/ParkA/NeedMoreFoodZerg02,인구수가 막혔습니다. 제발 대군주 좀 뽑아요.=2823
VoiceOver/ParkA/NeedMoreGas00,가스가 부족하다! 가스! 가스! 가스!=2824
VoiceOver/ParkA/NeedMoreGas01,가스는 점검이 필수!!=2825
VoiceOver/ParkA/NeedMoreGas02,자나 깨나 가스 조심! =2826
VoiceOver/ParkA/NeedMoreMinerals00,광물이 부족합니다.=2827
VoiceOver/ParkA/NeedMoreMinerals01,광물이 없는데 자꾸 일만 시킬래요?=2828
VoiceOver/ParkA/NeedMoreMinerals02,광물 대출은 불가능합니다.=2829
VoiceOver/ParkA/NotEnoughEnergy00,에너지가 부족합니다.=2830
VoiceOver/ParkA/NotEnoughEnergy01,에너지 업하고 파워 업!=2831
VoiceOver/ParkA/NukeReady00,핵미사일이 준비되었습니다.=2832
VoiceOver/ParkA/NukeReady01,불꽃놀이 준비됐습니까?=2833
VoiceOver/ParkA/NukeReady02,핵 날리면 지더라도 정신승리!!!=2834
VoiceOver/ParkA/PlaceInPowerField00,동력장 안에 배치하세요.=2835
VoiceOver/ParkA/PlaceInPowerField01,동력장이 뭔지 알죠? 그 안에 배치하세요.=2836
VoiceOver/ParkA/PylonUnderAttack00,수정탑이 공격 받고 있습니다.=2837
VoiceOver/ParkA/PylonUnderAttack01,정전이 정말 싫다.=2838
VoiceOver/ParkA/PylonUnderAttack02,수정탑이 공격 받고 있습니다. 정전은 막아야죠!=2839
VoiceOver/ParkA/QueenDeployed00,여왕이 생성되었습니다.=2840
VoiceOver/ParkA/QueenDeployed01,오 나의 여왕님! 마이 라이프 포 퀸!=2841
VoiceOver/ParkA/ResearchComplete00,연구 완료!=2842
VoiceOver/ParkA/ResearchComplete01,연구 끝!=2843
VoiceOver/ParkA/SalvageComplete00,회수 완료.=2844
VoiceOver/ParkA/SalvageComplete01,회수 완료. 이 맛에 테란 하죠.=2845
VoiceOver/ParkA/StartGame00,행운을 빕니다!=2846
VoiceOver/ParkA/ThorRepaired00,토르 수리 완료!=2847
VoiceOver/ParkA/ThorRepaired01,토르 수리 끝!  광빨 쥑이는데요!=2848
VoiceOver/ParkA/Transmission00,신호 수신 중.=2849
VoiceOver/ParkA/TumorUnderAttack00,점막 종양이 공격받고 있습니다.=2850
VoiceOver/ParkA/TumorUnderAttack01,힘들게 넓힌 점막을 또 넓혀야 합니다.=2851
VoiceOver/ParkA/TumorUnderAttack02,적들이 점막 종양을 공격합니다! 여왕님 노동을 줄여 주세요.=2852
VoiceOver/ParkA/UpgradeComplete00,업그레이드 완료!=2853
VoiceOver/ParkA/UpgradeComplete01,업그레이드 완료. 너무 믿지는 마세요.=2854
VoiceOver/ParkA/WarpInComplete00,소환 완료! =2855
VoiceOver/ParkA/WarpInComplete01,소환 완료! 이 맛에 프로토스 하는 거죠.=2856
VoiceOver/ParkA/WorkersUnderAttack00,건설로봇이 공격받고 있습니다.=2857
VoiceOver/ParkA/WorkersUnderAttack01,건설로봇!=2858
VoiceOver/ParkA/WorkersUnderAttack02,건설로봇 죽어요!=2859
VoiceOver/ParkA/WorkersUnderAttack03,건설로봇의 아픔을 아세요?=2860
VoiceOver/ParkA/WorkersUnderAttackProtoss00,탐사정이 공격받고 있습니다!=2861
VoiceOver/ParkA/WorkersUnderAttackProtoss01,탐사정, 탐사정, 탐사정 지켜야 합니다!!!!=2862
VoiceOver/ParkA/WorkersUnderAttackZerg00,일벌레가 공격받고 있습니다.=2863
VoiceOver/ParkA/WorkersUnderAttackZerg01,아이고, 일벌레 죽네요.=2864
VoiceOver/ParkA/WorkersUnderAttackZerg02,일벌레가 미래인 거 아시죠? 무조건 지켜야 해요.=2865
VoiceOver/RaynorA/AddOnComplete00,附屬建築蓋好了。 /// Add-on's all done.=2866
VoiceOver/RaynorA/AddOnComplete01,附屬建築完成。 /// Add-on complete.=2867
VoiceOver/RaynorA/AllyBaseUnderAttack00,盟友的基地正遭受攻擊。 /// Our ally's base is under attack.=2868
VoiceOver/RaynorA/AllyUnderAttack00,我們的盟友正遭受攻擊！ /// Our allies are under attack!=2869
VoiceOver/RaynorA/BadLZ00,無法在那裡降落。 /// Can't land there.=2870
VoiceOver/RaynorA/BaseUnderAttack00,我們的基地遭到攻擊！ /// Our base is under attack!=2871
VoiceOver/RaynorA/BuildError00,不能蓋在那裡。 /// You can't build there.=2872
VoiceOver/RaynorA/BuildErrorProtoss00,那裡不能躍傳。 /// Can't warp there.=2873
VoiceOver/RaynorA/BuildErrorZerg00,沒辦法執行那個指令。 /// Can't follow that command.=2874
VoiceOver/RaynorA/CalldownLaunch00,敵人發射核彈了。 /// I'm detecting a nuclear launch.=2875
VoiceOver/RaynorA/CalldownLaunch01,已偵測到核彈發射。 /// Nuclear launch detected.=2876
VoiceOver/RaynorA/CommandCenterUpgraded00,指揮中心升級完畢。 /// Command center upgrade completed.=2877
VoiceOver/RaynorA/ConstructInterrupt00,有東西在妨礙太空工程車。 /// Something interrupted our SCV.=2878
VoiceOver/RaynorA/Countdown00,五…四…三…二…一… /// Five... Four... Three... Two... One...=2879
VoiceOver/RaynorA/EvolutionComplete00,進化完成。 /// Evolution complete.=2880
VoiceOver/RaynorA/EvolutionComplete01,真稀奇。我想蟲族正在進化。 /// That's new. I guess these zerg are evolving.=2881
VoiceOver/RaynorA/ForcesUnderAttack00,弟兄們遭到敵人攻擊了。 /// Our boys are under fire out there.=2882
VoiceOver/RaynorA/ForcesUnderAttack01,我們的部隊遭到攻擊。 /// Our forces are under attack.=2883
VoiceOver/RaynorA/ForcesUnderAttackProtoss00,我們的戰士正在交戰。 /// Our warriors are gettin' into a fight.=2884
VoiceOver/RaynorA/ForcesUnderAttackProtoss01,我們的部隊遭到攻擊。 /// Our forces are under attack.=2885
VoiceOver/RaynorA/ForcesUnderAttackZerg00,我們的部隊遭到攻擊。 /// Our forces are under attack.=2886
VoiceOver/RaynorA/ForcesUnderAttackZerg01,看來蟲群遭到攻擊了。 /// Looks like this brood's in for a fight.=2887
VoiceOver/RaynorA/GamePaused00,我們暫停一下。 /// Time out everyone.=2888
VoiceOver/RaynorA/GameResumed00,好，繼續吧。 /// Alrighty, game on.=2889
VoiceOver/RaynorA/GeyserExhausted00,高能瓦斯湧源耗盡了。 /// Vespene geyser's all dried up.=2890
VoiceOver/RaynorA/GeyserExhausted01,高能瓦斯湧源枯竭了。 /// Vespene geyser exhausted.=2891
VoiceOver/RaynorA/LandingInterrupt00,嘿，有東西擋在降落區。 /// Hey, something's blocked the landing zone.=2892
VoiceOver/RaynorA/MULEDeployed00,正在空投礦騾。 /// MULES droppin' in now.=2893
VoiceOver/RaynorA/MaxSupply00,辦不到。補給已經到上限了。 /// No can do. Already at maximum supply.=2894
VoiceOver/RaynorA/MaxSupply01,不能這麼做。我們的補給已達上限。 /// Can't do that. We're already capped out.=2895
VoiceOver/RaynorA/MetamorphosisComplete00,變形完成。 /// Metamorphosis complete.=2896
VoiceOver/RaynorA/MetamorphosisComplete01,變形完成啦。 /// Metamorphsis just wrapped up.=2897
VoiceOver/RaynorA/MineralsDepleted00,晶礦又採完了。 /// That makes one less mineral cluster.=2898
VoiceOver/RaynorA/MineralsDepleted01,晶礦耗盡。 /// Mineral cluster depleted.=2899
VoiceOver/RaynorA/MineralsDepleted02,晶礦採光了。 /// Just depleted a mineral cluster.=2900
VoiceOver/RaynorA/MutationComplete00,突變完成。 /// Mutation's complete.=2901
VoiceOver/RaynorA/MutationComplete01,又有個蟲族突變了。 /// And there's another zerg mutation.=2902
VoiceOver/RaynorA/NeedCreep00,那得要放在蟲苔上。 /// That has to be placed on creep.=2903
VoiceOver/RaynorA/NeedCreep01,那需要蟲苔。天啊，莎拉是怎麼辦到的？ /// Need creep for that. Man, how does Sarah do it?=2904
VoiceOver/RaynorA/NeedGeyser00,下一次試著放在高能瓦斯湧源上。 /// Try again on top of a vespene geyser.=2905
VoiceOver/RaynorA/NeedGeyser01,必須放在高能瓦斯湧源上才行。 /// Gotta place that on a vespene geyser.=2906
VoiceOver/RaynorA/NeedMoreFood00,我需要更多補給站。 /// Could use some more supply depots.=2907
VoiceOver/RaynorA/NeedMoreFood01,我們需要更多補給站。 /// We need more supply.=2908
VoiceOver/RaynorA/NeedMoreFood02,補給不足，需要更多的補給站。 /// We're outta supply. Could use some more depots.=2909
VoiceOver/RaynorA/NeedMoreFoodProtoss00,我們得建造更多水晶塔。 /// Gotta construct more pylons.=2910
VoiceOver/RaynorA/NeedMoreFoodProtoss01,我們需要更多水晶塔。 /// We're gonna need more pylons.=2911
VoiceOver/RaynorA/NeedMoreFoodProtoss02,建造更多水晶塔。 /// Construct additional pylons.=2912
VoiceOver/RaynorA/NeedMoreFoodZerg00,孵化更多王蟲。 /// Spawn more overlords.=2913
VoiceOver/RaynorA/NeedMoreFoodZerg01,那會需要更多王蟲。 /// That's gonna take more overlords.=2914
VoiceOver/RaynorA/NeedMoreFoodZerg02,先孵化更多王蟲吧。 /// Need more overlords first.=2915
VoiceOver/RaynorA/NeedMoreGas00,需要更多瓦斯才行。 /// Need more gas for that.=2916
VoiceOver/RaynorA/NeedMoreGas01,高能瓦斯不夠了。 /// Not enough vespene.=2917
VoiceOver/RaynorA/NeedMoreGas02,我們需要更多高能瓦斯。 /// We'll need more gas first.=2918
VoiceOver/RaynorA/NeedMoreMinerals00,老兄，你的晶礦不夠。 /// Hey, that's not enough minerals, man.=2919
VoiceOver/RaynorA/NeedMoreMinerals01,需要更多晶礦。 /// We need more minerals.=2920
VoiceOver/RaynorA/NeedMoreMinerals02,晶礦不足。 /// Not enough minerals.=2921
VoiceOver/RaynorA/NotEnoughEnergy00,能量耗盡。 /// Outta energy.=2922
VoiceOver/RaynorA/NotEnoughEnergy01,能量不足。 /// Not enough energy.=2923
VoiceOver/RaynorA/NukeReady00,很好，我們的核彈準備好了。 /// Alright, we got a nuke ready.=2924
VoiceOver/RaynorA/NukeReady01,核彈準備就緒。 /// Our nuke is ready.=2925
VoiceOver/RaynorA/PlaceInPowerField00,這可不能放在能量力場外面。 /// Can't place that outside of a power field.=2926
VoiceOver/RaynorA/PylonUnderAttack00,我們的水晶塔被攻擊了。 /// We got a pylon taking some hits.=2927
VoiceOver/RaynorA/QueenDeployed00,全新的后蟲準備好了。 /// Brand new queen, ready to go.=2928
VoiceOver/RaynorA/QueenDeployed01,新的后蟲誕生了。 /// A new queen's been born.=2929
VoiceOver/RaynorA/ResearchComplete00,研發完成了。 /// Research just finished up.=2930
VoiceOver/RaynorA/ResearchComplete01,研發完成。 /// Research complete.=2931
VoiceOver/RaynorA/SalvageComplete00,回收完畢。 /// Salvage complete.=2932
VoiceOver/RaynorA/ThorRepaired00,雷神修理完畢。 /// Thor's good to go.=2933
VoiceOver/RaynorA/Transmission00,收到傳輸訊號。 /// Transmission incoming.=2934
VoiceOver/RaynorA/TumorUnderAttack00,敵人在攻擊蟲苔瘤。 /// Enemy's attacking a creep tumor.=2935
VoiceOver/RaynorA/TumorUnderAttack01,這裡有蟲苔瘤遭到攻擊。 /// Got a creep tumor under attack, here.=2936
VoiceOver/RaynorA/UpgradeComplete00,我們的升級完成了。 /// Our upgrade's complete.=2937
VoiceOver/RaynorA/UpgradeComplete01,嘿，那個升級完成囉。 /// Well, that upgrade's finished.=2938
VoiceOver/RaynorA/WarpInComplete00,躍傳成功。 /// Warp in complete.=2939
VoiceOver/RaynorA/WarpInComplete01,躍傳結束，我好想知道躍傳是什麼感覺。 /// Just finished a warp in. Always wanted to try that.=2940
VoiceOver/RaynorA/WorkersUnderAttack00,太空工程車受到損傷！ /// Our SCVs are hurtin'!=2941
VoiceOver/RaynorA/WorkersUnderAttack01,太空工程車遭受攻擊！ /// SCVs under attack!=2942
VoiceOver/RaynorA/WorkersUnderAttackProtoss00,我們的探測機遭到攻擊。 /// Our probes are under attack.=2943
VoiceOver/RaynorA/WorkersUnderAttackProtoss01,可惡，他們竟敢對探測機開火！ /// Ah hell, they're gunnin' for the probes!=2944
VoiceOver/RaynorA/WorkersUnderAttackZerg00,敵人在攻擊我們的工蟲。 /// Enemy's going after the drones.=2945
VoiceOver/RaynorA/WorkersUnderAttackZerg01,工蟲受到攻擊。 /// The drones are comin' under fire.=2946
VoiceOver/StetmannA/AddOnComplete00,附屬建築完成。 /// Add-on complete.=2947
VoiceOver/StetmannA/AddOnComplete01,附屬建築完工！ /// Add-on's done!=2948
VoiceOver/StetmannA/AddOnComplete02,噢，全新的附屬建築！ /// Ooh, a shiny new add-on.=2949
VoiceOver/StetmannA/AllyBaseUnderAttack00,盟友的基地遭到攻擊！ /// Our allies' base is under attack!=2950
VoiceOver/StetmannA/AllyBaseUnderAttack01,有壞人在攻擊盟友的基地！ /// The bad guys are attacking your allies' base!=2951
VoiceOver/StetmannA/AllyBaseUnderAttack02,盟友的基地遭到攻擊了！快去當救星吧！ /// Your allies' base is under attack! Go save the day!=2952
VoiceOver/StetmannA/AllyUnderAttack00,盟友受到攻擊！ /// Our allies are being attacked!=2953
VoiceOver/StetmannA/AllyUnderAttack01,敵人在攻擊我們的盟友！ /// Hostile forces are hitting our allies!=2954
VoiceOver/StetmannA/AllyUnderAttack02,你的盟友在對抗壞蛋！ /// Your allies are fighting the bad guys!=2955
VoiceOver/StetmannA/AllyUnderAttack03,有壞傢伙在煩你的盟友！ /// The bad guys are attacking your friends!=2956
VoiceOver/StetmannA/BadLZ00,那個區域沒辦法降落吧。 /// That's not a landing zone.=2957
VoiceOver/StetmannA/BadLZ01,這怎麼看都不像降落區域吧。 /// Definitely NOT a landing zone.=2958
VoiceOver/StetmannA/BadLZ02,不不不，不能在那裡降落。 /// Landing there would be a no no.=2959
VoiceOver/StetmannA/BaseUnderAttackTerran00,基地遭到攻擊！ /// Base is under attack!=2960
VoiceOver/StetmannA/BaseUnderAttackTerran01,敵人正在攻擊你的基地！ /// The enemy is attacking your base!=2961
VoiceOver/StetmannA/BaseUnderAttackTerran02,有壞人在破壞你的基地！ /// The bad guys are destroying your base!=2962
VoiceOver/StetmannA/BuildErrorProtoss00,那個地方沒辦法躍傳啦。 /// That's not an acceptable warp location.=2963
VoiceOver/StetmannA/BuildErrorProtoss01,那裡不能躍傳。 /// Can't warp in there.=2964
VoiceOver/StetmannA/BuildErrorProtoss02,不能躍傳到那裡，神族的科技還真麻煩。 /// Can't warp in there; not with finicky protoss tech.=2965
VoiceOver/StetmannA/BuildErrorTerran00,不能蓋在那裡。 /// You can't build there.=2966
VoiceOver/StetmannA/BuildErrorTerran01,那可不是蓋房子的好地方。 /// NOT a good place to build.=2967
VoiceOver/StetmannA/BuildErrorTerran02,你要蓋在那裡？太狂了吧。 /// Building there would be crazy.=2968
VoiceOver/StetmannA/BuildErrorZerg00,這是不可能的。 /// You can't do that.=2969
VoiceOver/StetmannA/BuildErrorZerg01,這個不能放在那裡。 /// You can't put that there.=2970
VoiceOver/StetmannA/BuildErrorZerg02,那樣行不通啦。相信我，我早就試過了。 /// That won't work there. Trust me... I've tried.=2971
VoiceOver/StetmannA/CalldownLaunch00,偵測到核彈發射。 /// Nuclear launch detected.=2972
VoiceOver/StetmannA/CalldownLaunch01,核彈要來啦！ /// Incoming nuke!=2973
VoiceOver/StetmannA/CalldownLaunch02,有核彈要來了...還是我又有幻覺了，哈哈。 /// A nuke's coming... or I'm hallucinating again. (nervous laugh)=2974
VoiceOver/StetmannA/CommandCenterUpgraded00,指揮中心升級完成。 /// Command center upgrade complete.=2975
VoiceOver/StetmannA/CommandCenterUpgraded01,指揮中心全面升級！ /// CC's upgraded and better than ever!=2976
VoiceOver/StetmannA/CommandCenterUpgraded02,指揮中心升級完畢，可是販賣機還是不能用。 /// CC's upgraded, but the vending machines STILL don't work.=2977
VoiceOver/StetmannA/ConstructInterrupt00,建造中斷。 /// Construction interrupted.=2978
VoiceOver/StetmannA/ConstructInterrupt01,建造工作中斷了。 /// The construction was interrupted.=2979
VoiceOver/StetmannA/ConstructInterrupt02,建造中斷了。這次不是我害的！ /// Construction interrupted. Wasn't me this time!=2980
VoiceOver/StetmannA/Countdown00,五...四...三...二...一... /// 5... 4... 3... 2... 1=2981
VoiceOver/StetmannA/Countdown01,五個…四個…三個…兩個…一個…態化氫 /// Five terrazine... four terrazine... three terrazine... two terrazine... one terrazine=2982
VoiceOver/StetmannA/EvolutionComplete00,進化完成。 /// Evolution complete.=2983
VoiceOver/StetmannA/EvolutionComplete01,進化完畢。 /// Evolution's all done.=2984
VoiceOver/StetmannA/EvolutionComplete02,哇，你的蟲族進化了。 /// Whoa. Your zerg have evolved.=2985
VoiceOver/StetmannA/ForcesUnderAttackTerran00,你的部隊遭受攻擊！ /// Your forces are under attack!=2986
VoiceOver/StetmannA/ForcesUnderAttackTerran01,敵人在攻擊你的部隊！ /// The enemy's destroying your forces!=2987
VoiceOver/StetmannA/ForcesUnderAttackTerran02,那些混球在攻擊你的部隊！ /// Those jerks are attacking your forces!=2988
VoiceOver/StetmannA/ForcesUnderAttackTerran03,呃啊，不要再讓那些壞人打我們了！ /// Agh. Make the bad guys stop hitting us!=2989
VoiceOver/StetmannA/GGLose00,打完了嗎？我才剛弄好態化氫爆米花耶。 /// It's over? I just finished making the terrazine popcorn.=2990
VoiceOver/StetmannA/GGTie00,沒錯，就跟我腦子裡的聲音預料的一樣。 /// Yep. It ended just like the voices in my head predicted.=2991
VoiceOver/StetmannA/GGWin00,我腦子裡的聲音終於安靜了。謝謝你！ /// The voices in my head are silent. Finally. Thank you!=2992
VoiceOver/StetmannA/GamePaused00,遊戲暫停。 /// Game paused.=2993
VoiceOver/StetmannA/GamePaused01,休息一下，我要去研究態化氫。 /// One sec. Terrazine research break.=2994
VoiceOver/StetmannA/GamePaused02,等一下。我腦子裡的聲音又在吵架了。 /// One sec. The voices in my head are arguing again.=2995
VoiceOver/StetmannA/GameResumed00,遊戲繼續。 /// Game resumed.=2996
VoiceOver/StetmannA/GameResumed01,好了，我回來了！ /// Okay. I'm good to go!=2997
VoiceOver/StetmannA/GameResumed02,遊戲繼續！好不容易啊。 /// Game resumed. Finally.=2998
VoiceOver/StetmannA/GeyserExhaustedTerran00,高能瓦斯湧源枯竭了。 /// Vespene geyser exhausted.=2999
VoiceOver/StetmannA/GeyserExhaustedTerran01,高能瓦斯湧源用光囉。 /// Vespene geyser's all used up.=3000
VoiceOver/StetmannA/GeyserExhaustedTerran02,瓦斯沒了。是誰一直浪費瓦斯啊？ /// Geyser's empty. Who was hogging the gas?=3001
VoiceOver/StetmannA/GoodLuckHaveFun00,我腦中的聲音說該開始行動了...我們最好聽他的。 /// The voices in my head are telling us to start... we should obey.=3002
VoiceOver/StetmannA/GoodLuckHaveFun01,這該不會又是…幻覺吧？好吧，我會習慣的。 /// Is this... another hallucination? Ah well, I'll just roll with it.=3003
VoiceOver/StetmannA/GoodLuckHaveFun02,喔喔，戰爭遊戲。我可以好好研究一番了。 /// Ooh, war games. This will be great for my research.=3004
VoiceOver/StetmannA/LandingInterrupt00,降落程序中斷。 /// Landing sequence interrupted.=3005
VoiceOver/StetmannA/LandingInterrupt01,沒辦法降落，有東西擋路。 /// Can't land there. Something's in the way.=3006
VoiceOver/StetmannA/MULEDeployed00,礦騾來囉！ /// MULE incoming!=3007
VoiceOver/StetmannA/MULEDeployed01,可愛的礦騾來支援了！ /// Friendly MULE on the way!=3008
VoiceOver/StetmannA/MULEDeployed02,登登登~！礦騾登場！ /// Da-da-da-daaa! MULE to the rescue!=3009
VoiceOver/StetmannA/MULEDeployed03,再說一次我的台詞是什麼？=3010
VoiceOver/StetmannA/MaxSupplyTerran00,辦不到。達到補給上限了。 /// Can't do that. We're at maximum supply.=3011
VoiceOver/StetmannA/MaxSupplyTerran01,你的補給值已經到上限啦。 /// You're ALREADY at max supply.=3012
VoiceOver/StetmannA/MaxSupplyTerran02,你的補給值達到上限了。那些壞人現在一定好怕。 /// You're at max supply. The bad guys must be so scared.=3013
VoiceOver/StetmannA/MetamorphosisComplete00,變形完成。 /// Metamorphosis complete.=3014
VoiceOver/StetmannA/MetamorphosisComplete01,變形成功。 /// Metamorphosis is all done.=3015
VoiceOver/StetmannA/MetamorphosisComplete02,變形完畢…看起來好美喔！ /// Metamorphosis complete... it's so beautiful.=3016
VoiceOver/StetmannA/MineralsDepleted00,晶礦場資源耗盡。 /// Mineral field depleted.=3017
VoiceOver/StetmannA/MineralsDepleted01,晶礦場徹底耗盡了。 /// That field's been mined out.=3018
VoiceOver/StetmannA/MineralsDepleted02,晶礦場沒了，跟我的理智一樣沒了，哈哈。開玩笑的啦，大概啦。 /// Mineral field's gone... just like my sanity. (nervous laugh) It's a joke. Kind of.=3019
VoiceOver/StetmannA/MutationComplete00,突變完成。 /// Mutation complete.=3020
VoiceOver/StetmannA/MutationComplete01,突變成功！ /// Mutation's done!=3021
VoiceOver/StetmannA/MutationComplete02,突變完成。下次我也想試試看！ /// Mutation complete. Try it on me next!=3022
VoiceOver/StetmannA/NeedCreep00,你得把那東西放到蟲苔上。 /// You need to put that on creep.=3023
VoiceOver/StetmannA/NeedCreep01,要有蟲苔才可以啦。 /// You need creep for that.=3024
VoiceOver/StetmannA/NeedCreep02,等一下，你得把那個放在蟲苔上。 /// Hold on. You definitely need creep for that.=3025
VoiceOver/StetmannA/NeedGeyserTerran00,那要設置在高能瓦斯湧源上。 /// Vespene geyser required for placement.=3026
VoiceOver/StetmannA/NeedGeyserTerran01,你要蓋在瓦斯湧源上。 /// You need a geyser for that.=3027
VoiceOver/StetmannA/NeedGeyserTerran02,我看看...啊，就這個。根據我的研究，你需要高能瓦斯湧源。 /// Let me see... (mumbles). Ah, yes. According to my research, you need a geyser for that.=3028
VoiceOver/StetmannA/NeedMoreFoodProtoss00,你得蓋更多水晶塔。 /// You have to make more pylons.=3029
VoiceOver/StetmannA/NeedMoreFoodProtoss01,你需要更多水晶塔！ /// You need MORE pylons!=3030
VoiceOver/StetmannA/NeedMoreFoodProtoss02,你得建造更多水晶塔，嘿嘿。 /// You must construct additional pylons. Hehehe.=3031
VoiceOver/StetmannA/NeedMoreFoodTerran00,需要更多的補給站。 /// Additional supply depots required.=3032
VoiceOver/StetmannA/NeedMoreFoodTerran01,我們需要更多補給站。 /// We need more supply depots.=3033
VoiceOver/StetmannA/NeedMoreFoodTerran02,該補給更多補給站囉！哈哈哈。我真是笑話高手。 /// Time to supply more depots! (laughing at his own joke) I am good.=3034
VoiceOver/StetmannA/NeedMoreFoodZerg00,我們得孵化更多王蟲。 /// Time to spawn more overlords.=3035
VoiceOver/StetmannA/NeedMoreFoodZerg01,多生一點王蟲吧！ /// Pump out some new overlords!=3036
VoiceOver/StetmannA/NeedMoreFoodZerg02,快點去孵化幾隻可愛的王蟲。 /// Spawn more of those lovable overlords.=3037
VoiceOver/StetmannA/NeedMoreFoodZerg03,快去生幾隻王蟲，牠們超會講笑話的。 /// Get more overlords. They tell the best jokes.=3038
VoiceOver/StetmannA/NeedMoreGas00,你需要更多高能瓦斯。 /// You need MORE vespene.=3039
VoiceOver/StetmannA/NeedMoreGas01,高能瓦斯不足。 /// Vespene supplies are way too low.=3040
VoiceOver/StetmannA/NeedMoreGas02,高能瓦斯不足。還是你要來點態化氫呢？ /// Not enough vespene. How about some terrazine?=3041
VoiceOver/StetmannA/NeedMoreGas03,高能瓦斯不夠啦，我們完蛋了！ /// Not enough vespene gas. We're doomed!=3042
VoiceOver/StetmannA/NeedMoreMinerals00,晶礦不足。 /// Not enough minerals.=3043
VoiceOver/StetmannA/NeedMoreMinerals01,你的晶礦不夠多。 /// You don't have enough minerals.=3044
VoiceOver/StetmannA/NeedMoreMinerals02,我們真的需要晶礦了。 /// We really need more minerals.=3045
VoiceOver/StetmannA/NotEnoughEnergy00,能量不夠。 /// Not enough energy.=3046
VoiceOver/StetmannA/NotEnoughEnergy01,你的能量太低了。 /// You're too low on energy.=3047
VoiceOver/StetmannA/NotEnoughEnergy02,能量不足，快去幫部隊打打氣！ /// Need more energy--give your forces a pep talk!=3048
VoiceOver/StetmannA/NukeReady00,核彈準備就緒。 /// Nuclear missile ready.=3049
VoiceOver/StetmannA/NukeReady01,核彈就緒，隨時可以發射。 /// Nuke's ready for delivery.=3050
VoiceOver/StetmannA/NukeReady02,核彈準備好了。啊，是給我的嗎？ /// Nuke's ready. Aww, is that for me?=3051
VoiceOver/StetmannA/PlaceInPowerField00,要放在能量力場裡面才行。 /// You must place that in a power field.=3052
VoiceOver/StetmannA/PlaceInPowerField01,你得把它放在能量力場裡面。 /// You have to put that in a power field.=3053
VoiceOver/StetmannA/PlaceInPowerField02,我聽到一個聲音，叫你把那個放在能量力場裡。 /// The voices say you need a power field for that.=3054
VoiceOver/StetmannA/PylonUnderAttack00,水晶塔遭到攻擊！ /// Our pylon is under attack!=3055
VoiceOver/StetmannA/PylonUnderAttack01,有壞人在打水晶塔！ /// The bad guys are going after a pylon!=3056
VoiceOver/StetmannA/PylonUnderAttack02,敵人在打我最喜歡的水晶塔！ /// They're attacking my favorite pylon!=3057
VoiceOver/StetmannA/QueenDeployed00,新的后蟲準備好了！ /// A new queen is ready!=3058
VoiceOver/StetmannA/QueenDeployed01,噢，看啊！有新的后蟲！ /// Ooh, look! A new queen!=3059
VoiceOver/StetmannA/QueenDeployed02,后蟲就緒囉，她在跟你說嗨。 /// The queen's ready. She says, "Hi."=3060
VoiceOver/StetmannA/ResearchComplete00,研發完成。 /// Research complete.=3061
VoiceOver/StetmannA/ResearchComplete01,啊！研發完成了！ /// Ah, the research is done!=3062
VoiceOver/StetmannA/ResearchComplete02,研發成功。科學很棒，對吧？ /// Research complete. Isn't science great?=3063
VoiceOver/StetmannA/SalvageComplete00,回收行動完成。 /// Salvaging operation complete.=3064
VoiceOver/StetmannA/SalvageComplete01,回收完畢。 /// Salvage complete.=3065
VoiceOver/StetmannA/SalvageComplete02,回收完成。我可以拿點零件嗎？ /// Salvage done. Can I have the scraps?=3066
VoiceOver/StetmannA/ThorRepaired00,雷神修復程序完成。 /// Thor repair sequence complete.=3067
VoiceOver/StetmannA/ThorRepaired01,你的雷神看起來跟新的一樣！ /// Your thor's good as new!=3068
VoiceOver/StetmannA/ThorRepaired02,雷神修好囉！別忘記給它一個擁抱。 /// Your thor's repaired, but it could use a hug.=3069
VoiceOver/StetmannA/Transmission00,訊號接收中。 /// Incoming transmission.=3070
VoiceOver/StetmannA/Transmission01,正在接收訊號！ /// Transmission on the way!=3071
VoiceOver/StetmannA/Transmission02,呃，怎麼又有新的聲音了。 /// Uh, I'm hearing new voices.=3072
VoiceOver/StetmannA/TumorUnderAttack00,蟲苔瘤受到攻擊！ /// A creep tumor is under attack!=3073
VoiceOver/StetmannA/TumorUnderAttack01,敵人在攻擊蟲苔瘤！ /// They're attacking a creep tumor!=3074
VoiceOver/StetmannA/TumorUnderAttack02,敵人在攻擊無辜的蟲苔瘤！ /// They're attacking an innocent creep tumor!=3075
VoiceOver/StetmannA/UpgradeComplete00,升級完成。 /// Upgrade complete.=3076
VoiceOver/StetmannA/UpgradeComplete01,升級完畢！ /// Upgrade's done!=3077
VoiceOver/StetmannA/UpgradeComplete02,這個升級你一定喜歡！ /// You're going to love that upgrade!=3078
VoiceOver/StetmannA/WarpInComplete00,躍傳成功。 /// Warp in complete.=3079
VoiceOver/StetmannA/WarpInComplete01,躍傳完成。 /// Warp in's done.=3080
