Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Артанис /// Artanis=1
VoiceOver/DayNine/PlaceInPowerField00,You must place that in a power field.=1908
VoiceOver/DayNine/PlaceInPowerField01,You're not playing terran. Place that in a power field.=1909
VoiceOver/DayNine/PlaceInPowerField02,Place that building in a power field to set it up for success.=1910
VoiceOver/DayNine/PylonUnderAttack00,Your pylon is under attack!=1911
VoiceOver/DayNine/PylonUnderAttack01,Your pylon is under attack. Somewhere in Korea, Artosis shakes anxiously.=1912
VoiceOver/DayNine/PylonUnderAttack02,Your pylon! You're gonna be in RED supply!=1913
VoiceOver/DayNine/QueenDeployed00,Queen complete!=1914
VoiceOver/DayNine/QueenDeployed01,Queen is ready to vomit for larvae.=1915
VoiceOver/DayNine/QueenDeployed02,Queen ready to creep.=1916
VoiceOver/DayNine/ResearchComplete00,Research complete.=1917
VoiceOver/DayNine/ResearchComplete01,Aahhhhh, research complete. Time for a timing push.=1918
VoiceOver/DayNine/ResearchComplete02,Research complete. Hopefully it wasn't neosteel frame.=1919
VoiceOver/DayNine/SalvageComplete00,Salvage complete.=1920
VoiceOver/DayNine/SalvageComplete01,Bunker salvaged. Those marines seemed tough enough anyways.=1921
VoiceOver/DayNine/StartGame00,And so our game begins.=1922
VoiceOver/DayNine/StartGame01,Another game, another learning opportunity.=1923
VoiceOver/DayNine/StartGame02,Aaaaand we're live!=1924
VoiceOver/DayNine/StartGame03,Good luck, have fun!=1925
VoiceOver/DayNine/ThorRepaired00,Thor repair complete, and, yes, I recorded a voice line for this.=1926
VoiceOver/DayNine/Transmission00,Incoming transmission.=1927
VoiceOver/DayNine/Transmission01,Attention please, transmission en route.=1928
VoiceOver/DayNine/Transmission02,Your mission is to listen to this transmission.=1929
VoiceOver/DayNine/TumorUnderAttack00,Creep tumor under attack!=1930
VoiceOver/DayNine/TumorUnderAttack01,Your creep tumor is under attack. The world just became a little less purple.=1931
VoiceOver/DayNine/TumorUnderAttack02,Keep those creep tumors alive. Creep is the red carpet of the zerg world.=1932
VoiceOver/DayNine/UpgradeComplete00,Upgrade complete.=1933
VoiceOver/DayNine/UpgradeComplete01,Upgrade's done. Time to start the next one!=1934
VoiceOver/DayNine/UpgradeComplete02,Upgrade complete. Time for a timing push.=1935
VoiceOver/DayNine/WarpInComplete00,Warp-in successful.=1936
VoiceOver/DayNine/WarpInComplete01,Your structure is complete.=1937
VoiceOver/DayNine/WarpInComplete02,Your building's done, now DO stuff with it=1938
VoiceOver/DayNine/WorkersUnderAttack00,Your workers are under attack=1939
VoiceOver/DayNine/WorkersUnderAttack01,AAUUGUGUHH, your workers!=1940
VoiceOver/DayNine/WorkersUnderAttack02,RUN your workers away! You NEED those.=1941
VoiceOver/DayNine/WorkersUnderAttack03,Your workers are dying one by one. They have FAMILIES for god's sake.=1942
VoiceOver/DayNine/WorkersUnderAttackProtoss00,Your darling probes are under attack.=1943
VoiceOver/DayNine/WorkersUnderAttackProtoss01,The PROBES are falling.=1944
VoiceOver/DayNine/WorkersUnderAttackProtoss02,AAAGGGHH THE PROBES!=1945
VoiceOver/DayNine/WorkersUnderAttackZerg00,Your drones are under attack!=1946
VoiceOver/DayNine/WorkersUnderAttackZerg01,Drones under fire and wishing you had burrow.=1947
VoiceOver/DayNine/WorkersUnderAttackZerg02,YOUR DRONES! THEY'RE UNDER ATTACK!=1948
VoiceOver/DayNine/WorkersUnderAttackZerg03,Protect the drones so they can grow up to be big strong buildings.=1949
VoiceOver/DehakaA/AddOnComplete00,Пристройка завершена. /// Add-on complete.=1950
VoiceOver/DehakaA/AddOnComplete01,Мы завершили пристройку. /// Add-on finished.=1951
VoiceOver/DehakaA/AllyBaseUnderAttack00,На базу союзников напали. /// Ally's base is under threat.=1952
VoiceOver/DehakaA/AllyUnderAttack00,Союзники вступили в бой. /// Allies are in combat.=1953
VoiceOver/DehakaA/BadLZ00,Здесь нельзя приземляться. /// Cannot land there.=1954
VoiceOver/DehakaA/BaseUnderAttack00,База атакована. /// Base is under attack.=1955
VoiceOver/DehakaA/BuildError00,Здесь нельзя ничего вырастить. /// We cannot grow there.=1956
VoiceOver/DehakaA/BuildError01,На этом месте нельзя ничего создать. /// That is not a place where we can thrive.=1957
VoiceOver/DehakaA/BuildError02,Нет. Не получится. /// No. It cannot be.=1958
VoiceOver/DehakaA/BuildErrorProtoss00,Слабые протоссы. Не могут сюда ничего вызвать. /// Weak protoss cannot warp there.=1959
VoiceOver/DehakaA/BuildErrorTerran00,Нельзя строить здесь. /// Cannot build there.=1960
VoiceOver/DehakaA/CalldownLaunch00,Приближается ядерная ракета. /// Nuclear launch coming.=1961
VoiceOver/DehakaA/CalldownLaunch01,Чую ядерную ракету. <growls> /// Sensing a nuclear launch. <growls>=1962
VoiceOver/DehakaA/CommandCenterUpgraded00,Командный центр эволюционировал. /// Command center evolved.=1963
VoiceOver/DehakaA/ConstructInterrupt00,КСМ прервал работу. Глупо. /// SCVs interrupted. Foolish.=1964
VoiceOver/DehakaA/ConstructInterrupt01,Постройка прервана. /// Construction has ceased.=1965
VoiceOver/DehakaA/ConstructInterrupt02,Наш КСМ отвлекли. /// Our SCVs have been distracted.=1966
VoiceOver/DehakaA/Countdown00,Пять... четыре... три... два... один... /// Five... Four... Three... Two... One...=1967
VoiceOver/DehakaA/EvolutionComplete00,Эволюция завершена. /// Evolution complete.=1968
VoiceOver/DehakaA/EvolutionComplete01,Мы эволюционировали. Пора собирать эссенцию. /// We have evolved. Now, we collect.=1969
VoiceOver/DehakaA/ForcesUnderAttack00,На Рой напали. /// Swarm is under siege.=1970
VoiceOver/DehakaA/ForcesUnderAttackProtoss00,Протоссы вступили в бой. /// Protoss forces are in battle.=1971
VoiceOver/DehakaA/ForcesUnderAttackProtoss01,Наши войска атакованы. /// Our forces are under attack.=1972
VoiceOver/DehakaA/ForcesUnderAttackTerran00,Наши терраны сражаются. Пока еще могут. /// Our terrans are in battle. For now.=1973
VoiceOver/DehakaA/ForcesUnderAttackTerran01,Наши войска атакуют врага. /// Our forces strike at the enemy.=1974
VoiceOver/DehakaA/GamePaused00,Матч приостановлен. /// Game paused.=1975
VoiceOver/DehakaA/GameResumed00,Матч возобновлен. /// Game resumed.=1976
VoiceOver/DehakaA/GeyserExhausted00,Веспеновый гейзер иссяк. /// Vespene geyser exhausted.=1977
VoiceOver/DehakaA/GeyserExhausted01,Гейзер истощился. /// Geyser depleted.=1978
VoiceOver/DehakaA/LandingInterrupt00,Место посадки не расчищено. /// Landing zone obstructed.=1979
VoiceOver/DehakaA/MULEDeployed00,МУЛ готов к работе. /// MULEs deployed.=1980
VoiceOver/DehakaA/MaxSupply00,Наш Рой не может поддерживать больше воинов. /// Our Swarm cannot raise any more warriors.=1981
VoiceOver/DehakaA/MaxSupply01,Наша численность достигла предела. /// Supply limit reached.=1982
VoiceOver/DehakaA/MetamorphosisComplete00,Развитие завершено. /// Metamorphosis complete.=1983
VoiceOver/DehakaA/MetamorphosisComplete01,Мы завершили развитие. /// Finished metamorphosis.=1984
VoiceOver/DehakaA/MineralsDepleted00,Месторождение минералов истощилось. /// Mineral field exhausted.=1985
VoiceOver/DehakaA/MineralsDepleted01,В месторождении не осталось минералов. /// Mineral cluster depleted.=1986
VoiceOver/DehakaA/MineralsDepleted02,Месторождение истощилось. /// Mineral field gone.=1987
VoiceOver/DehakaA/MutationComplete00,Мутация завершена. Эссенция, хорошо. /// Mutation complete. Essence, good.=1988
VoiceOver/DehakaA/MutationComplete01,Мутация окончена. /// Mutation finished. =1989
VoiceOver/DehakaA/NeedCreep00,Для этого нужна слизь. /// That must go on creep.=1990
VoiceOver/DehakaA/NeedCreep01,Это можно вырастить только на слизи. /// Morph that upon creep.=1991
VoiceOver/DehakaA/NeedGeyser00,Нужен веспеновый гейзер. /// Vespene geyser required.=1992
VoiceOver/DehakaA/NeedGeyser01,Для экстрактора нужен гейзер. /// Extractors need vespene geysers.=1993
VoiceOver/DehakaA/NeedGeyserProtoss00,Для вызова нужен веспеновый гейзер. /// That must be warped on a vespene geyser.=1994
VoiceOver/DehakaA/NeedGeyserProtoss01,Ассимилятор можно вызвать только на гейзере. /// Warp that on a vespene geyser.=1995
VoiceOver/DehakaA/NeedGeyserTerran00,Для постройки нужен гейзер. /// Build that on a vespene geyser.=1996
VoiceOver/DehakaA/NeedGeyserTerran01,Это нужно строить на гейзере. /// That must be built over a vespene geyser.=1997
VoiceOver/DehakaA/NeedMoreFood00,Надо породить больше надзирателей. /// Spawn more overlords.=1998
VoiceOver/DehakaA/NeedMoreFood01,Нужно больше надзирателей. /// More overlords needed.=1999
VoiceOver/DehakaA/NeedMoreFood02,Нам нужны надзиратели. /// We require overlords.=2000
VoiceOver/DehakaA/NeedMoreFoodProtoss00,Надо построить больше пилонов. /// Construct more pylons.=2001
VoiceOver/DehakaA/NeedMoreFoodProtoss01,Нужно больше пилонов. /// More pylons required.=2002
VoiceOver/DehakaA/NeedMoreFoodProtoss02,Нужны дополнительные пилоны. /// Need additional pylons.=2003
VoiceOver/DehakaA/NeedMoreFoodTerran00,Нужно больше хранилищ. /// More supply depots required.=2004
VoiceOver/DehakaA/NeedMoreFoodTerran01,Построй больше хранилищ. Железо не адаптируется. /// Build more supply depots. Simple tools cannot evolve.=2005
VoiceOver/DehakaA/NeedMoreFoodTerran02,Нужны хранилища, а не эссенция. /// Need supply depots, not essence.=2006
VoiceOver/DehakaA/NeedMoreGas00,Не хватает веспена. /// Insufficient vespene gas.=2007
VoiceOver/DehakaA/NeedMoreGas01,Нужен веспен. /// Must acquire vespene gas.=2008
VoiceOver/DehakaA/NeedMoreGas02,Недостаточно веспена. /// Not enough vespene.=2009
VoiceOver/DehakaA/NeedMoreMinerals00,Нужны минералы. /// Need more minerals.=2010
VoiceOver/DehakaA/NeedMoreMinerals01,Нужно собрать больше минералов. /// Harvest more minerals.=2011
VoiceOver/DehakaA/NeedMoreMinerals02,Недостаточно минералов. /// Not enough minerals.=2012
VoiceOver/DehakaA/NotEnoughEnergy00,Не хватает энергии. /// Out of energy.=2013
VoiceOver/DehakaA/NotEnoughEnergy01,Слишком мало энергии. /// Energy is too low.=2014
VoiceOver/DehakaA/NukeReady00,Ядерное оружие готово. Используй его, если хочешь. /// Nuclear weapon ready, if you must use it.=2015
VoiceOver/DehakaA/NukeReady01,Ядерное оружие готово. /// Nuclear weapon armed.=2016
VoiceOver/DehakaA/PlaceInPowerField00,Для этого нужно энергетическое поле. /// That requires a power field. =2017
VoiceOver/DehakaA/PylonUnderAttack00,Наши пилоны атакованы. /// Our pylons are under attack.=2018
VoiceOver/DehakaA/QueenDeployed00,Появилась новая королева. /// A new queen has emerged.=2019
VoiceOver/DehakaA/QueenDeployed01,Мы породили королеву. /// A queen rises.=2020
VoiceOver/DehakaA/ResearchComplete00,Разработка завершена. /// Research complete.=2021
VoiceOver/DehakaA/ResearchComplete01,Мы закончили разработку. /// Research finished.=2022
VoiceOver/DehakaA/SalvageComplete00,Демонтаж завершен. Запчасти собраны. /// Salvage complete. Collected.=2023
VoiceOver/DehakaA/SalvageComplete01,Терраны завершили демонтаж. /// Terrans have finished salvaging.=2024
VoiceOver/DehakaA/ThorRepaired00,«Тор» починен. /// Thor repaired.=2025
VoiceOver/DehakaA/ThorRepaired01,«Тор» снова силен... По меркам железа. /// Thor is strong again... for metal and stone.=2026
VoiceOver/DehakaA/Transmission00,Пришло сообщение. /// Incoming transmission.=2027
VoiceOver/DehakaA/TumorUnderAttack00,Опухоль атакована. /// Creep tumor is under attack.=2028
VoiceOver/DehakaA/UpgradeComplete00,Улучшение завершено. /// Upgrade complete.=2029
VoiceOver/DehakaA/UpgradeComplete01,Улучшение. Эволюция. Хорошо. /// Upgraded. Evolved.=2030
VoiceOver/DehakaA/WarpInComplete00,Вызов завершен. /// Warp in complete.=2031
VoiceOver/DehakaA/WarpInComplete01,Вызов прошел успешно. /// Warp in successful.=2032
VoiceOver/DehakaA/WorkersUnderAttack00,Враги атакуют. Рабочие гибнут. /// The enemy is wildfire. Our drones, kindling.=2033
VoiceOver/DehakaA/WorkersUnderAttack01,Враги убивают рабочих. /// They strike our drones.=2034
VoiceOver/DehakaA/WorkersUnderAttackProtoss00,Враг напал на зонды. /// The enemy strikes our probes.=2035
VoiceOver/DehakaA/WorkersUnderAttackProtoss01,Зонды в опасности. Слабаки. /// Our probes are in danger. Pathetic.=2036
VoiceOver/DehakaA/WorkersUnderAttackTerran00,Враг уничтожает наши КСМ. /// SCVs are being destroyed.=2037
VoiceOver/DehakaA/WorkersUnderAttackTerran01,Враг напал на КСМ. /// Enemies attack our SCVs.=2038
VoiceOver/FenixA/AddOnComplete00,Пристройка завершена. /// Add-on complete.=2039
VoiceOver/FenixA/AddOnComplete01,Пристройка функционирует. /// Add-on operational.=2040
VoiceOver/FenixA/AllyBaseUnderAttack00,База союзников подверглась нападению! /// Your allies' base is besieged!=2041
VoiceOver/FenixA/AllyBaseUnderAttack01,Враг приближается к базе наших союзников. /// The enemy advances on our allies' base.=2042
VoiceOver/FenixA/AllyBaseUnderAttack02,База союзников нуждается в защите. /// Our allies' base is in need of defense.=2043
VoiceOver/FenixA/AllyUnderAttack00,Твои союзники вступили в бой. /// Your allies are in battle.=2044
VoiceOver/FenixA/AllyUnderAttack01,На наших союзников напали. /// Our allies are under assault.=2045
VoiceOver/FenixA/AllyUnderAttack02,Враг атаковал наших союзников. /// The enemy has attacked our allies.=2046
VoiceOver/FenixA/BadLZ00,Неподходящее место для посадки. /// Unacceptable landing zone.=2047
VoiceOver/FenixA/BadLZ01,Здесь приземлиться не получится. /// Landing there will be impossible.=2048
VoiceOver/FenixA/BaseUnderAttack00,База атакована. /// Base is under attack.=2049
VoiceOver/FenixA/BaseUnderAttack01,Враг осмелился напасть на нашу базу. /// The enemy dares to attack our base.=2050
VoiceOver/FenixA/BaseUnderAttack02,Наша база подверглась нападению! /// Our base is besieged!=2051
VoiceOver/FenixA/BuildError00,Невозможно вызвать строение в этом месте. /// Unacceptable warp location.=2052
VoiceOver/FenixA/BuildError01,Мы не можем вызвать строение в этой точке. /// We cannot warp there.=2053
VoiceOver/FenixA/BuildError02,Неподходящее место для вызова строения. /// It is not possible to warp there.=2054
VoiceOver/FenixA/BuildErrorTerran00,Недопустимое место строительства. /// Unacceptable build location.=2055
VoiceOver/FenixA/BuildErrorTerran01,Здесь строить нельзя. /// We cannot build there.=2056
VoiceOver/FenixA/BuildErrorTerran02,Это место не подходит для строительства. /// It is impossible to build there.=2057
VoiceOver/FenixA/BuildErrorZerg00,Невыполнимая команда. /// Unacceptable command.=2058
VoiceOver/FenixA/BuildErrorZerg01,Мы не можем выполнить эту команду. /// We cannot comply with that command.=2059
VoiceOver/FenixA/BuildErrorZerg02,Ты требуешь невозможного. /// You command the impossible.=2060
VoiceOver/FenixA/CalldownLaunch00,Обнаружен запуск ядерной ракеты. /// Nuclear launch detected.=2061
VoiceOver/FenixA/CalldownLaunch01,Ядерная ракета... Оружие трусов. /// Nuclear missile inbound. A craven weapon.=2062
VoiceOver/FenixA/CommandCenterUpgraded00,Улучшение командного центра завершено. /// Command center upgrade complete.=2063
VoiceOver/FenixA/CommandCenterUpgraded01,Твой крохотный командный центр улучшен. /// Your tiny command center has been upgraded.=2064
VoiceOver/FenixA/ConstructInterrupt00,Строительство прервано. /// Construction interrupted.=2065
VoiceOver/FenixA/ConstructInterrupt01,Наши КСМ приостановили строительство. /// Our SCVs have halted construction.=2066
VoiceOver/FenixA/ConstructInterrupt02,Строительство остановлено на полпути. /// Construction has been left incomplete.=2067
VoiceOver/FenixA/Countdown00,Пять... четыре... три... два... один... /// Five... Four... Three... Two... One...=2068
VoiceOver/FenixA/EvolutionComplete00,Эволюция завершена. /// Evolution complete.=2069
VoiceOver/FenixA/EvolutionComplete01,Твои омерзительные зерги эволюционировали. /// Your loathsome zerg have evolved.=2070
VoiceOver/FenixA/ForcesUnderAttack00,Твои войска вступили в бой с противником. /// Your forces have engaged the enemy.=2071
VoiceOver/FenixA/ForcesUnderAttack01,Наши войска вступили в славную битву. /// Our forces have entered glorious combat.=2072
VoiceOver/FenixA/ForcesUnderAttack02,Мы вступили в бой с противником! /// We have met the enemy in battle!=2073
VoiceOver/FenixA/GamePaused00,Остановись. Войскам нужна передышка. /// Halt. Respite is required.=2074
VoiceOver/FenixA/GameResumed00,Пора возвращаться в битву! /// Let us join the battle once more!=2075
VoiceOver/FenixA/GeyserExhausted00,Веспеновый гейзер иссяк. /// Vespene geyser exhausted.=2076
VoiceOver/FenixA/GeyserExhausted01,Мы истощили веспеновый гейзер. /// We have drained a vespene geyser.=2077
VoiceOver/FenixA/LandingInterrupt00,Посадка прервана. /// Landing sequence interrupted.=2078
VoiceOver/FenixA/LandingInterrupt01,Что-то прервало процедуру посадки. /// Something has stopped the landing sequence.=2079
VoiceOver/FenixA/LandingInterrupt02,Процедура посадки не завершена. /// The landing sequence was not completed.=2080
VoiceOver/FenixA/MULEDeployed00,Задействованы вспомогательные сборщики ресурсов. /// Auxiliary mining units activated.=2081
VoiceOver/FenixA/MULEDeployed01,Твои примитивные МУЛы готовы к работе. /// Your primitive MULEs are operational.=2082
VoiceOver/FenixA/MaxSupply00,Невыполнимая команда. Используется максимальное количество припасов. /// Unacceptable command. We are at maximum supply.=2083
VoiceOver/FenixA/MaxSupply01,Наш лимит припасов исчерпан. /// We cannot support any additional supply.=2084
VoiceOver/FenixA/MetamorphosisComplete00,Превращение завершено. /// Metamorphosis complete.=2085
VoiceOver/FenixA/MetamorphosisComplete01,Твои гнусные зерги завершили превращение. /// Your vile zerg have undergone metamorphosis.=2086
VoiceOver/FenixA/MineralsDepleted00,Месторождение минералов выработано. /// Mineral field depleted.=2087
VoiceOver/FenixA/MineralsDepleted01,Мы выработали месторождение минералов. /// We have used up a mineral field.=2088
VoiceOver/FenixA/MutationComplete00,Мутация завершена. /// Mutation complete.=2089
VoiceOver/FenixA/MutationComplete01,Очередная отвратительная мутация твоих зергов завершилась. /// Another grotesque mutation for your zerg.=2090
VoiceOver/FenixA/NeedCreep00,Для этого нужна слизь. /// That must be placed on creep.=2091
VoiceOver/FenixA/NeedCreep01,Без слизи от этого толку не будет. /// That will be useless without creep.=2092
VoiceOver/FenixA/NeedCreep02,Увы, для этого требуется слизь. /// Unfortunately, that requires creep.=2093
VoiceOver/FenixA/NeedGeyser00,Это невозможно без веспенового гейзера. /// That must be placed on a vespene geyser.=2094
VoiceOver/FenixA/NeedGeyser01,Для этого нужен веспеновый гейзер. /// A vespene geyser is needed for that.=2095
VoiceOver/FenixA/NeedMoreFood00,Нашим войскам нужно больше пилонов. /// Our forces need more pylons.=2096
VoiceOver/FenixA/NeedMoreFood01,Нам нужны дополнительные пилоны. /// We require additional pylons.=2097
VoiceOver/FenixA/NeedMoreFood02,Нужно построить больше пилонов. /// You must construct additional pylons.=2098
VoiceOver/FenixA/NeedMoreFoodTerran00,Требуются дополнительные хранилища. /// Additional supply depots required.=2099
VoiceOver/FenixA/NeedMoreFoodTerran01,Нам нужно больше хранилищ. /// We need more supply depots.=2100
VoiceOver/FenixA/NeedMoreFoodTerran02,У нас слишком мало хранилищ. /// We have too few supply depots.=2101
VoiceOver/FenixA/NeedMoreFoodZerg00,Породи больше надзирателей. /// Spawn more overlords.=2102
VoiceOver/FenixA/NeedMoreFoodZerg01,Этим зергам нужно больше надзирателей. /// These zerg need more overlords.=2103
VoiceOver/FenixA/NeedMoreFoodZerg02,Требуется больше этих гнусных надзирателей. /// More foul overlords are required.=2104
VoiceOver/FenixA/NeedMoreGas00,Требуется больше веспена. /// You require more vespene gas.=2105
VoiceOver/FenixA/NeedMoreGas01,У нас недостаточно веспена. /// We have insufficient vespene gas.=2106
VoiceOver/FenixA/NeedMoreGas02,Нужно добыть больше веспена. /// Assimilate more vespene gas.=2107
VoiceOver/FenixA/NeedMoreMinerals00,У тебя мало минералов. /// You have not enough minerals.=2108
VoiceOver/FenixA/NeedMoreMinerals01,Нужно больше минералов. /// More minerals are required.=2109
VoiceOver/FenixA/NeedMoreMinerals02,Нам не хватает минералов. /// We do not have enough minerals.=2110
VoiceOver/FenixA/NotEnoughEnergy00,Недостаточно энергии. /// Not enough energy.=2111
VoiceOver/FenixA/NotEnoughEnergy01,Слишком мало энергии. /// Energy is too low.=2112
VoiceOver/FenixA/NotEnoughEnergy02,Для этого нужно больше энергии. /// That requires more energy.=2113
VoiceOver/FenixA/NukeReady00,Ядерная ракета готова. /// Nuclear missile ready.=2114
VoiceOver/FenixA/NukeReady01,Твоя ядерная ракета готова к пуску. Я бы постыдился ее использовать. /// Your shameful nuclear weapon is primed.=2115
VoiceOver/FenixA/PlaceInPowerField00,Без энергетического поля ничего не выйдет. /// You must place that in a power field.=2116
VoiceOver/FenixA/PlaceInPowerField01,Для этого требуется энергетическое поле. /// That will require a power field.=2117
VoiceOver/FenixA/PylonUnderAttack00,Наш пилон атакован. /// Our pylon is under attack.=2118
VoiceOver/FenixA/PylonUnderAttack01,Враг атакует наш пилон. /// The enemy strikes at our pylon.=2119
VoiceOver/FenixA/PylonUnderAttack02,Наш пилон в опасности. /// Our pylon has come under fire.=2120
VoiceOver/FenixA/QueenDeployed00,Появилась новая королева. /// A new queen has emerged.=2121
VoiceOver/FenixA/QueenDeployed01,Твой проклятый улей породил очередную королеву. /// Yet another queen for this accursed hive.=2122
VoiceOver/FenixA/ResearchComplete00,Исследование завершено. /// Research complete.=2123
VoiceOver/FenixA/ResearchComplete01,Полезная разработка завершена. /// Our research has concluded.=2124
VoiceOver/FenixA/SalvageComplete00,Демонтаж завершен. /// Salvaging operation complete.=2125
VoiceOver/FenixA/SalvageComplete01,Демонтаж прошел успешно. /// Salvage concluded.=2126
VoiceOver/FenixA/ThorRepaired00,Восстановление «Тора» завершено. /// Thor repair sequence complete.=2127
VoiceOver/FenixA/ThorRepaired01,Твой «Тор» отремонтирован. /// Your Thor has been repaired.=2128
VoiceOver/FenixA/Transmission00,Получено входящее сообщение. /// Incoming transmission.=2129
VoiceOver/FenixA/Transmission01,Мы получаем сигнал связи. /// We are receiving a transmission.=2130
VoiceOver/FenixA/TumorUnderAttack00,Опухоль атакована. /// A creep tumor is under attack.=2131
VoiceOver/FenixA/TumorUnderAttack01,Враг ликвидирует твою опухоль. /// Your creep tumor is being purified.=2132
VoiceOver/FenixA/TumorUnderAttack02,Твой противник уничтожает опухоль. /// Your enemy is eradicating a creep tumor.=2133
VoiceOver/FenixA/UpgradeComplete00,Улучшение завершено. /// Upgrade complete.=2134
VoiceOver/FenixA/UpgradeComplete01,Улучшение наших войск завершено. /// Our forces have finished upgrading.=2135
VoiceOver/FenixA/WarpInComplete00,Вызов завершен. /// Warp in complete.=2136
VoiceOver/FenixA/WarpInComplete01,Вызов прошел успешно. /// Warp in successful.=2137
VoiceOver/FenixA/WorkersUnderAttack00,На твои зонды напали! /// Your probes are under attack!=2138
VoiceOver/FenixA/WorkersUnderAttack01,Эти трусы напали на наши зонды! /// Those cowards have attacked our probes!=2139
VoiceOver/FenixA/WorkersUnderAttack02,Наши зонды в опасности. /// Our probes are in harm's way.=2140
VoiceOver/FenixA/WorkersUnderAttackTerran00,Наши КСМ атакованы! /// Our SCVs are under attack.=2141
VoiceOver/FenixA/WorkersUnderAttackTerran01,Враг атакует наши КСМ. /// The enemy has targeted the SCVs.=2142
VoiceOver/FenixA/WorkersUnderAttackTerran02,Твои КСМ в опасности. /// Your SCVs are in danger.=2143
VoiceOver/FenixA/WorkersUnderAttackZerg00,На наших рабочих напали. /// Our drones are under attack.=2144
VoiceOver/FenixA/WorkersUnderAttackZerg01,Твоих рабочих сейчас перебьют. /// Your drones are being crushed.=2145
VoiceOver/FenixA/WorkersUnderAttackZerg02,Противник истребляет твоих рабочих. /// The enemy is exterminating your drones.=2146
VoiceOver/HeroNovaMP1/Attack00,Замечен враг.=2147
VoiceOver/HeroNovaMP1/Attack01,Ликвидирую цель.=2148
VoiceOver/HeroNovaMP1/Attack02,Открываю огонь.=2149
VoiceOver/HeroNovaMP1/Attack03,В атаку.=2150
VoiceOver/HeroNovaMP1/Attack04,Приближаюсь к цели.=2151
VoiceOver/HeroNovaMP1/Attack05,Начинаю штурм.=2152
VoiceOver/HeroNovaMP1/Attack_NP00,Во славу Роя.=2153
VoiceOver/HeroNovaMP1/Attack_NP01,Повинуюсь.=2154
VoiceOver/HeroNovaMP1/Cloak00,Здесь ничего интересного.=2155
VoiceOver/HeroNovaMP1/Death00,Я... не справилась?=2156
VoiceOver/HeroNovaMP1/Death01,Это Нова... конец связи.=2157
VoiceOver/HeroNovaMP1/Death02,<Предсмертный возглас>=2158
VoiceOver/HeroNovaMP1/Death03,<Предсмертный возглас>=2159
VoiceOver/HeroNovaMP1/Death04,<Предсмертный возглас>=2160
VoiceOver/HeroNovaMP1/Death05,<Предсмертный возглас>=2161
VoiceOver/HeroNovaMP1/Death06,<Предсмертный возглас>=2162
VoiceOver/HeroNovaMP1/EMP00,Гасим свет.=2163
VoiceOver/HeroNovaMP1/EMP01,Сейчас пробки выбьет.=2164
VoiceOver/HeroNovaMP1/Energy_Low00,Не сейчас.=2165
VoiceOver/HeroNovaMP1/Energy_Low01,Мало энергии.=2166
VoiceOver/HeroNovaMP1/Energy_Low02,Нужна энергия.=2167
VoiceOver/HeroNovaMP1/Energy_Pickup00,Больше энергии...=2168
VoiceOver/HeroNovaMP1/Energy_Pickup01,То, что нужно.=2169
VoiceOver/HeroNovaMP1/Energy_Pickup02,Заряд бодрости!=2170
VoiceOver/HeroNovaMP1/Energy_Pickup03,Энергия? Отлично.=2171
VoiceOver/HeroNovaMP1/Ent_Bunk00,Захожу внутрь.=2172
VoiceOver/HeroNovaMP1/Evac00,Жду эвакуации.=2173
VoiceOver/HeroNovaMP1/Exit_Bunk00,Снова в строю.=2174
VoiceOver/HeroNovaMP1/Health_Pickup00,Так гораздо лучше.=2175
VoiceOver/HeroNovaMP1/Health_Pickup01,Как вовремя!=2176
VoiceOver/HeroNovaMP1/Health_Pickup02,Подлечилась.=2177
VoiceOver/HeroNovaMP1/Health_Pickup03,Медпомощь получена.=2178
VoiceOver/HeroNovaMP1/Help00,Вступаю в бой.=2179
VoiceOver/HeroNovaMP1/Nuclear_Strike00,Дарю вам мирный атом!=2180
VoiceOver/HeroNovaMP1/Nuclear_Strike01,Подсвечиваю цель.=2181
VoiceOver/HeroNovaMP1/Nuclear_Strike02,Пора тут все зачистить.=2182
VoiceOver/HeroNovaMP1/Pissed00,Готова действовать.=2183
VoiceOver/HeroNovaMP1/Pissed01,Я служу Доминиону.=2184
VoiceOver/HeroNovaMP1/Pissed02,Одна работа, ни дня передышки...=2185
VoiceOver/HeroNovaMP1/Pissed03,Уж сколько врагов я нажила, а таких пока еще не было...=2186
VoiceOver/HeroNovaMP1/Pissed04,Я бы залезла им в головы, да, боюсь, там лишь гробовая тишина.=2187
VoiceOver/HeroNovaMP1/Pissed05,Можно сказать, у меня настоящий талант попадать в безвыходные ситуации.=2188
VoiceOver/HeroNovaMP1/Pissed06,Доминион... Один император сменяет другого, но солдаты остаются все теми же.=2189
VoiceOver/HeroNovaMP1/Pissed07,Подходящее нам прозвище дали. Призраки... Когда нас вербуют, мы лишаемся своей прежней жизни: семьи, друзей... всего.=2190
VoiceOver/HeroNovaMP1/Pissed08,Когда-то я очень хотела избавиться от воспоминаний. После обучения мою память стерли. Через несколько лет я все вспомнила... Но это уже другая история.=2191
VoiceOver/HeroNovaMP1/Pissed09,У этого сектора много проблем, которые я могу решить.=2192
VoiceOver/HeroNovaMP1/Pissed10,Ты же не хочешь стать одной из них?=2193
