Character/Name/ArtanisUI,Artanis /// Artanis=0
VoiceOver/MengskA/EvolutionComplete00,Un momento fascinante en la evolución zerg. /// A fascinating moment in zerg evolution.=2621
VoiceOver/MengskA/EvolutionComplete01,Evolución completa. Impresionante. /// Evolution complete. Impressive.=2622
VoiceOver/MengskA/EvolutionComplete02,Parece que ha terminado de evolucionar. /// It looks like it's done evolving.=2623
VoiceOver/MengskA/ForcesUnderAttackTerran00,Nuestro ejército está en medio de una escaramuza. /// Our army's in a skirmish.=2624
VoiceOver/MengskA/ForcesUnderAttackTerran01,Están atacando tus fuerzas. Debes controlar la situación. /// Your force is under attack. Take control of the situation.=2625
VoiceOver/MengskA/ForcesUnderAttackTerran02,El enemigo ha comenzado a atacar. /// The enemy's begun hostilities.=2626
VoiceOver/MengskA/ForcesUnderAttackTerran03,El enemigo asalta a nuestras fuerzas. Encárgate rápido. /// Enemy raid on our forces. Be pragmatic.=2627
VoiceOver/MengskA/GGLose00,Notifique a la flota. Nos marchamos. ¡Ahora! /// Signal the fleet. We're moving out. Now!=2628
VoiceOver/MengskA/GGTie00,Mmm. En la guerra solo hay ganadores y perdedores.=2629
VoiceOver/MengskA/GGWin00,Bien. Todo está en orden. /// Well. It's all in order.=2630
VoiceOver/MengskA/GamePaused00,Necesitamos una pausa. /// We need to pause.=2631
VoiceOver/MengskA/GamePaused01,Necesito un momento para pensar. /// I'll gather my thoughts a moment.=2632
VoiceOver/MengskA/GamePaused02,Me alejaré de la campaña por un tiempo. /// I'm taking some time away from the campaign.=2633
VoiceOver/MengskA/GameResumed00,El descanso se ha terminado. /// Recess is over.=2634
VoiceOver/MengskA/GameResumed01,He regresado. /// I've returned.=2635
VoiceOver/MengskA/GameResumed02,¿Continuamos? /// Shall we continue?=2636
VoiceOver/MengskA/GeyserExhaustedTerran00,Has vaciado un géiser de vespeno. Muévete. /// You've emptied a vespene geyser. Move on.=2637
VoiceOver/MengskA/GeyserExhaustedTerran01,Géiser de vespeno agotado. /// Vespene geyser's spent.=2638
VoiceOver/MengskA/GeyserExhaustedTerran02,Otro géiser agotado. /// Another depleted geyser.=2639
VoiceOver/MengskA/GoodLuckHaveFun00,¿Guerra? No, esto es solo una simple prueba. /// War? No, this is a field test.=2640
VoiceOver/MengskA/GoodLuckHaveFun01,Espero ver un espectáculo digno. /// I expect a command performance.=2641
VoiceOver/MengskA/GoodLuckHaveFun02,Dejemos a un lado las convenciones. /// Let's put some conventions on hold.=2642
VoiceOver/MengskA/LandingInterrupt00,Ese aterrizaje tendrá que esperar.=2643
VoiceOver/MengskA/LandingInterrupt01,El aterrizaje corre peligro.=2644
VoiceOver/MengskA/MULEDeployed00,EMUL en camino. /// MULE in transit.=2645
VoiceOver/MengskA/MULEDeployed01,He solicitado un EMUL. /// I've arranged for a MULE.=2646
VoiceOver/MengskA/MaxSupplyTerran00,Ignoren esa orden. Los suministros están al máximo.=2647
VoiceOver/MengskA/MaxSupplyTerran01,Has alcanzado el máximo de suministros.=2648
VoiceOver/MengskA/MaxSupplyTerran02,Suministros al máximo. Ya no queda lugar.=2649
VoiceOver/MengskA/MetamorphosisComplete00,Metamorfosis completa. Verifica que esté intacto. /// Metamorphosis compleete. Check that it's intact.=2650
VoiceOver/MengskA/MetamorphosisComplete01,Una metamorfosis inquietante. /// What a disquieting metamorphosis.=2651
VoiceOver/MengskA/MetamorphosisComplete02,La metamorfosis ha concluido. /// Metamorphosis has concluded.=2652
VoiceOver/MengskA/MineralsDepleted00,Han dejado seco el campo de minerales. /// Mineral patch's been strip-mined.=2653
VoiceOver/MengskA/MineralsDepleted01,El campo de minerales está agotado. Busca otro. /// Mineral field is out. Claim another.=2654
VoiceOver/MengskA/MineralsDepleted02,Un campo de minerales se ha agotado. Espero que los uses para algo útil. /// A mineral field's depleted. I hope you aren't just sitting on them.=2655
VoiceOver/MengskA/MutationComplete00,Mutación completa. Mira eso. /// Mutation's complete. Just look.=2656
VoiceOver/MengskA/MutationComplete01,Creo que tu mutación zerg se ha completado. /// I'm told your zerg mutation's finished.=2657
VoiceOver/MengskA/MutationComplete02,Una nueva mutación. Es una de las nuestras. /// A new mutation. It's one of ours.=2658
VoiceOver/MengskA/NeedCreep00,No. Tienes que colocarlo sobre talo. /// No. Set it down on creep.=2659
VoiceOver/MengskA/NeedCreep01,Constrúyelo sobre talo. No me importa que huela horrible. /// Build it on creep. I don't care how it smells.=2660
VoiceOver/MengskA/NeedCreep02,Eso funcionará si lo pones sobre un montón de talo. /// That'll work if you plop it on a pile of creep.=2661
VoiceOver/MengskA/NeedGeyserTerran00,Eso necesita un géiser de vespeno. /// That'll require a vespene geyser.=2662
VoiceOver/MengskA/NeedGeyserTerran01,Constrúyelo en una fuente de vespeno. /// Construct it on a source of vespene.=2663
VoiceOver/MengskA/NeedGeyserTerran02,Mejor aprovecha un géiser. /// Harness a geyser instead.=2664
VoiceOver/MengskA/NeedMoreFoodProtoss00,Construye pilones, o los protoss se quedarán en casa. /// Construct pylons, or the protoss stay home.=2665
VoiceOver/MengskA/NeedMoreFoodProtoss01,Construye pilones si quieres traer a los protoss. /// Build pylons if you want to bring the protoss in.=2666
VoiceOver/MengskA/NeedMoreFoodProtoss02,Necesitarás más pilones para eso. /// You'll need more pylons for that.=2667
VoiceOver/MengskA/NeedMoreFoodTerran00,Crea algunos depósitos de suministros. /// Put up some supply depots.=2668
VoiceOver/MengskA/NeedMoreFoodTerran01,Invierte en un depósito de suministros. Rápido. /// Invest in a supply depot. Quickly.=2669
VoiceOver/MengskA/NeedMoreFoodTerran02,Construye depósitos de suministros. Hay demasiadas bocas que alimentar. /// Build supply depots. Too many mouths to feed.=2670
VoiceOver/MengskA/NeedMoreFoodZerg00,Engendra un Amo supremo. /// Spawn an overlord.=2671
VoiceOver/MengskA/NeedMoreFoodZerg01,Necesitamos más Amos supremos para ejercer el control. /// We need more overlords to exert control.=2672
VoiceOver/MengskA/NeedMoreFoodZerg02,Crea más Amos supremos. O sigue perdiendo el tiempo. /// Make more overlords. Or keep fidgeting.=2673
VoiceOver/MengskA/NeedMoreFoodZerg03,Se necesitan más Amos supremos. /// More overlords are necessary.=2674
VoiceOver/MengskA/NeedMoreGas00,Gas vespeno insuficiente. /// Inadequate vespene gas.=2675
VoiceOver/MengskA/NeedMoreGas01,Tus reservas de vespeno no alcanzan. /// Your vespene reserves are lacking.=2676
VoiceOver/MengskA/NeedMoreGas02,Necesitas más vespeno. /// You need more vespene.=2677
VoiceOver/MengskA/NeedMoreGas03,No tienes suficiente vespeno para eso. /// You don't have nearly enough vespene.=2678
VoiceOver/MengskA/NeedMoreMinerals00,Necesitas extraer más minerales. /// You need to dig up more minerals.=2679
VoiceOver/MengskA/NeedMoreMinerals01,No tienes minerales suficientes. /// You haven't got the minerals for that.=2680
VoiceOver/MengskA/NeedMoreMinerals02,Consigue más minerales. Ponte a trabajar. /// Get more minerals. Be industrious.=2681
VoiceOver/MengskA/NotEnoughEnergy00,Tienes poca energía. /// You're low on energy.=2682
VoiceOver/MengskA/NotEnoughEnergy01,No tienes suficiente energía. Empieza a racionar. /// Not enough energy. Start rationing.=2683
VoiceOver/MengskA/NotEnoughEnergy02,Necesitas más energía. Busca una solución. /// You need more energy. Find a solution.=2684
VoiceOver/MengskA/NukeReady00,Estoy listo para autorizar un lanzamiento nuclear. /// I'm ready to authorize a nuclear launch.=2685
VoiceOver/MengskA/NukeReady01,El misil nuclear está listo. Destrúyelos a todos. /// Nuke is ready. Sweep them all.=2686
VoiceOver/MengskA/NukeReady02,Todo listo para el lanzamiento nuclear. /// You're cleared for nuclear engagement.=2687
VoiceOver/MengskA/PlaceInPowerField00,Colócalo sobre un campo de energía. /// Place it in a power field.=2688
VoiceOver/MengskA/PlaceInPowerField01,Tus campos de energía no cubren esa posición. /// Your power fields aren't covering that position.=2689
VoiceOver/MengskA/PlaceInPowerField02,Transposiciona eso a un campo de energía. /// Warp that inside a power field.=2690
VoiceOver/MengskA/PylonUnderAttack00,Están atacando la infraestructura del pilón. /// They're attacking the pylon infrastructure.=2691
VoiceOver/MengskA/PylonUnderAttack01,Tu pilón perderá energía. /// Your pylon's going to lose power.=2692
VoiceOver/MengskA/PylonUnderAttack02,Tu pilón está en peligro. /// Your pylon is at risk.=2693
VoiceOver/MengskA/QueenDeployed00,La reina está lista para su coronación. /// The queen's ready for her coronation.=2694
VoiceOver/MengskA/QueenDeployed01,Ha llegado una reina para... ayudarnos. /// A queen's here to... provide assistance.=2695
VoiceOver/MengskA/QueenDeployed02,Una reina zerg ha emergido. /// Zerg queen has emerged.=2696
VoiceOver/MengskA/ResearchComplete00,Tu investigación se ha completado. /// Your research is complete.=2697
VoiceOver/MengskA/ResearchComplete01,La investigación está lista. Muéstrame los resultados. /// The research is done. Now show me results.=2698
VoiceOver/MengskA/ResearchComplete02,Veamos los resultados del dinero invertido en la investigación. /// Let's see what all that research money bought.=2699
VoiceOver/MengskA/SalvageComplete00,Reciclaje terminado. /// Salvaging's wrapped up.=2700
VoiceOver/MengskA/SalvageComplete01,Hemos terminado de reciclar. /// We've finished salvaging.=2701
VoiceOver/MengskA/SalvageComplete02,Una operación de reciclaje en el momento perfecto. /// A perfectly timed salvage operation.=2702
VoiceOver/MengskA/ThorRepaired00,Tu Thor está reparado. Ten más cuidado. /// Your thor's been repaired. Be more careful with it.=2703
VoiceOver/MengskA/ThorRepaired01,El Thor está listo para luchar otra vez. /// Thor is combat-ready again.=2704
VoiceOver/MengskA/ThorRepaired02,El Thor ha resucitado. /// Thor's back from the dead.=2705
VoiceOver/MengskA/Transmission00,Transmisión entrante. /// Broadcast coming through.=2706
VoiceOver/MengskA/Transmission01,Recibimos una transmisión. /// We're receiving a transmission.=2707
VoiceOver/MengskA/Transmission02,Nueva transmisión entrante. /// New transmission incoming.=2708
VoiceOver/MengskA/TumorUnderAttack00,Tu tumor de talo corre peligro. /// Your creep tumor's imperiled.=2709
VoiceOver/MengskA/TumorUnderAttack01,Están atacando el tumor de talo. No quiero volver a ver cómo se engendra uno de esos. /// Creep tumor under attack. Not looking forward to watching another one grow.=2710
VoiceOver/MengskA/TumorUnderAttack02,Están atacando un... tumor. /// They're attacking a... tumor.=2711
VoiceOver/MengskA/UpgradeComplete00,La mejora se ha completado a tiempo. /// Upgrade is complete on schedule.=2712
VoiceOver/MengskA/UpgradeComplete01,Tu mejora ya está lista. /// Your upgrade's production-ready.=2713
VoiceOver/MengskA/UpgradeComplete02,Nuestras mentes más brillantes han completado una mejora. /// Our finest minds have finished an upgrade.=2714
VoiceOver/MengskA/WarpInComplete00,Transposición completada. /// Warp successful.=2715
VoiceOver/MengskA/WarpInComplete01,Se ha transposicionado, tal como acordamos. /// It's warped through, as agreed.=2716
VoiceOver/MengskA/WarpInComplete02,Transposición concluida. /// Warp concluded.=2717
VoiceOver/MengskA/WorkersUnderAttackProtoss00,Las sondas están en peligro. /// They're threatening the probes.=2718
VoiceOver/MengskA/WorkersUnderAttackProtoss01,Tus sondas están en peligro. Al menos recicla sus piezas. /// Your probes are in danger. At least salvage their parts.=2719
VoiceOver/MengskA/WorkersUnderAttackProtoss02,Parece que están atacando tus sondas. /// Sounds like your probes are being attacked.=2720
VoiceOver/MengskA/WorkersUnderAttackTerran00,Están atacando a los VCE. ¡Son la columna vertebral de nuestra campaña! /// SCVs under attack. Their labor is our backbone!=2721
VoiceOver/MengskA/WorkersUnderAttackTerran01,Están persiguiendo a tus VCE. /// They're hounding your SCVs.=2722
VoiceOver/MengskA/WorkersUnderAttackTerran02,Los valientes pilotos de los VCE están sufriendo un ataque. /// Our brave SCV pilots are under attack.=2723
VoiceOver/MengskA/WorkersUnderAttackZerg00,¡El enemigo ha emboscado a nuestros obreros! /// Enemy's ambushed our drones!=2724
VoiceOver/MengskA/WorkersUnderAttackZerg01,Están atacando a los obreros. /// They're engaging the drones.=2725
VoiceOver/MengskA/WorkersUnderAttackZerg02,Atacan a los obreros. Mis condolencias. /// Drones under attack. My condolences.=2726
VoiceOver/NathaniasA/AddOnComplete00,Add-on complete.=2727
VoiceOver/NathaniasA/AddOnComplete01,Add-on's finished.=2728
VoiceOver/NathaniasA/AllyBaseUnderAttack01,Our ally's base is under attack.=2729
VoiceOver/NathaniasA/AllyUnderAttack02,Your allies are in battle.=2730
VoiceOver/NathaniasA/BadLZ01,Unacceptable landing zone.=2731
VoiceOver/NathaniasA/BuildError00,You can't build there!=2732
VoiceOver/NathaniasA/CalldownLaunch00,Nuclear Launch Detected=2733
VoiceOver/NathaniasA/ConstructInterrupt01,Construction interrupted.=2734
VoiceOver/NathaniasA/Countdown00,Five... Four... Three... Two...  One...=2735
VoiceOver/NathaniasA/EndGame00,GG!=2736
VoiceOver/NathaniasA/EvolutionComplete00,Evolution complete.=2737
VoiceOver/NathaniasA/ForcesUnderAttack00,Our forces are under attack.=2738
VoiceOver/NathaniasA/GeyserExhausted00,Vespene geyser exhausted.=2739
VoiceOver/NathaniasA/LandingInterrupt00,Landing sequence interrupted.=2740
VoiceOver/NathaniasA/MetamorphosisComplete00,Metamorphosis complete.=2741
VoiceOver/NathaniasA/MineralsDepleted00,Mineral field depleted.=2742
VoiceOver/NathaniasA/MutationComplete01,Mutation complete.=2743
VoiceOver/NathaniasA/NeedMoreFood00,Additional supply depots required.=2744
VoiceOver/NathaniasA/NeedMoreFoodProtoss00,You must construct additional pylons.=2745
VoiceOver/NathaniasA/NeedMoreFoodZerg00,Spawn more overlords.=2746
VoiceOver/NathaniasA/NeedMoreGas00,Insufficient vespene gas.=2747
VoiceOver/NathaniasA/NeedMoreMinerals00,Not enough minerals.=2748
VoiceOver/NathaniasA/NotEnoughEnergy00,Not enough energy.=2749
VoiceOver/NathaniasA/ResearchComplete00,Research complete.=2750
VoiceOver/NathaniasA/ResearchComplete01,Your research has concluded.=2751
VoiceOver/NathaniasA/Transmission00,Incoming transmission.=2752
VoiceOver/NathaniasA/TumorUnderAttack00,Creep Tumor under attack.=2753
VoiceOver/NathaniasA/UpgradeComplete00,Upgrade complete.=2754
VoiceOver/NathaniasA/WarpInComplete01,Warp in successful.=2755
VoiceOver/NathaniasA/WorkersUnderAttack00,SCVs under attack!=2756
VoiceOver/NathaniasA/WorkersUnderAttackZerg00,Your drones are under attack.=2757
VoiceOver/NovaA/AddOnComplete00,Anexo terminado. /// Add-on complete.=2758
VoiceOver/NovaA/AddOnComplete01,El anexo está instalado y listo para funcionar. /// Add-on is up and running.=2759
VoiceOver/NovaA/AllyBaseUnderAttack00,Están atacando la base de nuestro aliado. /// Our ally's base is under attack.=2760
VoiceOver/NovaA/AllyUnderAttack00,Están atacando a las fuerzas aliadas. /// Allied forces are under attack.=2761
VoiceOver/NovaA/BadLZ00,Es imposible aterrizar allí. /// It's impossible to land there.=2762
VoiceOver/NovaA/BaseUnderAttack00,¡Están atacando nuestra base! /// Our base is under attack!=2763
VoiceOver/NovaA/BuildError00,No se puede construir ahí. /// Can't build there.=2764
VoiceOver/NovaA/BuildErrorProtoss00,No se puede transposicionar eso. /// Can't warp that in.=2765
VoiceOver/NovaA/BuildErrorZerg00,Imposible cumplir esa orden. /// Can't follow that command.=2766
VoiceOver/NovaA/CalldownLaunch00,Lanzamiento nuclear detectado. /// Nuclear launch detected.=2767
VoiceOver/NovaA/CalldownLaunch01,Se acerca un misil nuclear. Tenemos que lidiar con él. /// We have an incoming nuke to deal with.=2768
VoiceOver/NovaA/CommandCenterUpgraded00,Hemos mejorado el Centro de mando. /// Command center has been upgraded.=2769
VoiceOver/NovaA/ConstructInterrupt00,Interrumpieron a nuestros VCE. /// Our SCVs have been interrupted.=2770
VoiceOver/NovaA/Countdown00,Cinco... cuatro... tres... dos... uno... /// Five... Four... Three... Two... One...=2771
VoiceOver/NovaA/EvolutionComplete00,Evolución completa. /// Evolution complete.=2772
VoiceOver/NovaA/EvolutionComplete01,Parece que tu colonia ha evolucionado. /// Looks like your brood has evolved.=2773
VoiceOver/NovaA/ForcesUnderAttack00,Nuestras fuerzas han encontrado al enemigo. /// Our forces have engaged the enemy.=2774
VoiceOver/NovaA/ForcesUnderAttack01,Nuestras fuerzas abrieron fuego. /// Our forces have opened fire.=2775
VoiceOver/NovaA/ForcesUnderAttackProtoss00,Están atacando a nuestros guerreros. /// Our warriors are under attack.=2776
VoiceOver/NovaA/ForcesUnderAttackProtoss01,Parece que nuestros guerreros entablaron una batalla. /// Looks like our warriors are seeing some action.=2777
VoiceOver/NovaA/ForcesUnderAttackZerg00,Tus fuerzas se encontraron con el enemigo. /// Your forces have encountered the enemy.=2778
VoiceOver/NovaA/ForcesUnderAttackZerg01,Tu colonia ha encontrado algo para comer. /// Your brood has found something to chew on.=2779
VoiceOver/NovaA/GamePaused00,Mantengan la posición. /// Hold position.=2780
VoiceOver/NovaA/GameResumed00,Comienzan las operaciones. /// Operation commencing.=2781
VoiceOver/NovaA/GeyserExhausted00,Hemos agotado un géiser de gas vespeno. /// We've exhausted a vespene geyser.=2782
VoiceOver/NovaA/GeyserExhausted01,Se agotó un géiser de gas vespeno. /// A vespene geyser's been tapped out.=2783
VoiceOver/NovaA/LandingInterrupt00,Primero hay que despejar la zona de aterrizaje. /// Clear the landing zone first.=2784
VoiceOver/NovaA/MULEDeployed00,Desplegando EMUL ahora mismo. /// Deploying our MULEs now.=2785
VoiceOver/NovaA/MaxSupply00,Alcanzamos el máximo de suministros. /// We're at maximum supply.=2786
VoiceOver/NovaA/MaxSupply01,Nuestro suministro está al límite. /// Our supply is capped out.=2787
VoiceOver/NovaA/MetamorphosisComplete00,Metamorfosis completa. /// Metamorphosis complete.=2788
VoiceOver/NovaA/MetamorphosisComplete01,Metamorfosis exitosa. O eso creo. /// Metamorphosis successful. I think.=2789
VoiceOver/NovaA/MineralsDepleted00,Campo de minerales agotado. /// Mineral field depleted.=2790
VoiceOver/NovaA/MineralsDepleted01,Hemos recolectado todos los minerales de este campo. /// We've completely mined out a mineral field.=2791
VoiceOver/NovaA/MineralsDepleted02,Ya no queda nada en ese cúmulo de minerales. /// Nothing left in that mineral cluster.=2792
VoiceOver/NovaA/MutationComplete00,Mutación completa. /// Mutation complete.=2793
VoiceOver/NovaA/MutationComplete01,Genial, tus zerg han mutado. /// Oh great, your zerg have mutated.=2794
VoiceOver/NovaA/NeedCreep00,No se puede hacer eso sin talo. /// Can't do that without creep.=2795
VoiceOver/NovaA/NeedCreep01,Tienes que colocar eso sobre el talo. /// You have to place that thing on creep.=2796
VoiceOver/NovaA/NeedGeyser00,Tenemos que construir eso sobre un géiser. /// Have to build that over a geyser.=2797
VoiceOver/NovaA/NeedGeyser01,Una Refinería no sirve de nada sin un géiser. /// A refinery's no good without a geyser.=2798
VoiceOver/NovaA/NeedGeyserProtoss00,Eso se debe transposicionar sobre un géiser. /// That has to be warped in on top of a geyser.=2799
VoiceOver/NovaA/NeedGeyserProtoss01,Estoy segura de que los Asimiladores necesitan de un géiser. /// Pretty sure that assimilators require a geyser.=2800
VoiceOver/NovaA/NeedGeyserZerg00,No se puede transformar sin un géiser. /// Can't morph that without a geyser.=2801
VoiceOver/NovaA/NeedGeyserZerg01,Los Extractores necesitan un géiser de vespeno. /// Extractors require a vespene geyser.=2802
VoiceOver/NovaA/NeedMoreFood00,Se necesitan más Depósitos de suministros. /// Additional supply depots required.=2803
VoiceOver/NovaA/NeedMoreFood01,Necesitaremos más Depósitos de suministros para hacer eso. /// We'll need more supply depots for that.=2804
VoiceOver/NovaA/NeedMoreFood02,Nuestros suministros son insuficientes. /// Our supply is insufficient.=2805
VoiceOver/NovaA/NeedMoreFoodProtoss00,Construye más Pilones. /// Construct additional pylons.=2806
VoiceOver/NovaA/NeedMoreFoodProtoss01,Creo que... necesitamos más Pilones. /// I think... we need more pylons.=2807
VoiceOver/NovaA/NeedMoreFoodProtoss02,Parece que necesitamos más Pilones. /// Seems more pylons are required.=2808
VoiceOver/NovaA/NeedMoreFoodZerg00,Engendra más Amos Supremos. /// Spawn more overlords.=2809
VoiceOver/NovaA/NeedMoreFoodZerg01,No podremos hacerlo sin más Amos Supremos. /// Can't be done without more overlords.=2810
VoiceOver/NovaA/NeedMoreFoodZerg02,Se necesitan más Amos Supremos /// More overlords required.=2811
VoiceOver/NovaA/NeedMoreGas00,Necesitamos más vespeno. /// We need more vespene.=2812
VoiceOver/NovaA/NeedMoreGas01,Necesitaremos más gas para eso. /// That's gonna require more gas.=2813
VoiceOver/NovaA/NeedMoreGas02,Vespeno insuficiente. /// Not enough vespene.=2814
VoiceOver/NovaA/NeedMoreMinerals00,Eso costará más minerales de los que tenemos. /// That'll cost more minerals than we have.=2815
VoiceOver/NovaA/NeedMoreMinerals01,Necesitamos más minerales para eso. /// Need more minerals for that.=2816
VoiceOver/NovaA/NeedMoreMinerals02,No tenemos suficientes minerales. /// We don't have enough minerals.=2817
VoiceOver/NovaA/NotEnoughEnergy00,Poca energía. /// Not enough energy.=2818
VoiceOver/NovaA/NotEnoughEnergy01,Falta energía. /// Energy's too low.=2819
VoiceOver/NovaA/NukeReady00,Nuestro misil nuclear está armado y listo. /// Our nuke is armed and ready.=2820
VoiceOver/NovaA/NukeReady01,Nuestro misil nuclear está listo. /// Our nuke is good to go.=2821
VoiceOver/NovaA/PlaceInPowerField00,Mmm. Supongo que no funcionará sin un campo de energía. /// Huh. I guess that can't work without a power field.=2822
VoiceOver/NovaA/PylonUnderAttack00,El enemigo ataca uno de nuestros Pilones. /// One of our pylons is under enemy fire.=2823
VoiceOver/NovaA/QueenDeployed00,Acaba de nacer una Reina nueva. /// A queen's just been born.=2824
VoiceOver/NovaA/QueenDeployed01,El colmenar dio a luz a otra Reina. /// Hive cluster's birthed another queen.=2825
VoiceOver/NovaA/ResearchComplete00,Investigación finalizada. /// Research complete.=2826
VoiceOver/NovaA/ResearchComplete01,Terminamos con la investigación. /// We're done with the research.=2827
VoiceOver/NovaA/SalvageComplete00,Reciclamos lo que pudimos. /// We salvaged what we could.=2828
VoiceOver/NovaA/ThorRepaired00,Nuestro Thor está listo para luchar. /// Our thor is combat ready.=2829
VoiceOver/NovaA/Transmission00,Transmisión entrante. /// Incoming transmission.=2830
VoiceOver/NovaA/TumorUnderAttack00,El enemigo está destruyendo nuestros tumores de talo. /// Enemy's taking out a creep tumor.=2831
VoiceOver/NovaA/UpgradeComplete00,Mejora finalizada. /// Upgrade complete.=2832
VoiceOver/NovaA/UpgradeComplete01,La mejora ya se puede usar. /// Upgrade is ready for use.=2833
VoiceOver/NovaA/WarpInComplete00,Transposición finalizada. /// Warp in complete.=2834
VoiceOver/NovaA/WarpInComplete01,Parece que la transposición fue un éxito. /// Looks like the warp in was a success.=2835
VoiceOver/NovaA/WorkersUnderAttack00,Atacan a nuestros VCE. /// Our SCVs are under fire.=2836
VoiceOver/NovaA/WorkersUnderAttack01,¿Están atacando a nuestros VCE? Increíble... /// They're hitting our SCVs? That's low.=2837
VoiceOver/NovaA/WorkersUnderAttackProtoss00,El enemigo está disparando a nuestras Sondas. /// The enemy is gunning for our probes.=2838
VoiceOver/NovaA/WorkersUnderAttackProtoss01,Están atacando nuestras Sondas. /// Our probes are under attack.=2839
VoiceOver/NovaA/WorkersUnderAttackZerg00,Están atacando a tus Obreros. /// Your drones are under attack.=2840
VoiceOver/NovaA/WorkersUnderAttackZerg01,Alguien aplasta a tus Obreros. /// Someone's stomping on your drones.=2841
VoiceOver/ParkA/AddOnComplete00,부속 건물 완료!=2842
VoiceOver/ParkA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있습니다.=2843
VoiceOver/ParkA/AllyBaseUnderAttack01,동맹 기지가 공격받고 있습니다. 정신 똑바로 차리세요!=2844
VoiceOver/ParkA/AllyUnderAttack00,동맹이 공격받고 있습니다.=2845
VoiceOver/ParkA/AllyUnderAttack01,동맹이 공격 받는데 구경만 하진 않겠죠?=2846
VoiceOver/ParkA/AllyUnderAttack02,동맹이 공격 받는데 보고만 있나요.=2847
VoiceOver/ParkA/BadLZ00,거긴 착륙할 수 없습니다.=2848
VoiceOver/ParkA/BadLZ01,지금 뭐하세요? 거긴 못 내려요.=2849
VoiceOver/ParkA/BaseUnderAttack00,기지가 공격 받고 있습니다.=2850
VoiceOver/ParkA/BaseUnderAttack01,적 공격 모르나요? 모르면 맞아야죠.=2851
VoiceOver/ParkA/BaseUnderAttack02,어? 미니맵 안 보나요?=2852
VoiceOver/ParkA/BuildError00,거기는 건설할 수 없습니다.=2853
VoiceOver/ParkA/BuildError01,설마 거기가 가능하다고 생각하세요?=2854
VoiceOver/ParkA/BuildError02,건설할 수 없습니다. 잘 좀 보고 지읍시다!=2855
VoiceOver/ParkA/BuildErrorProtoss00,거긴 소환 못합니다.=2856
VoiceOver/ParkA/BuildErrorProtoss01,거긴 아니죠.=2857
VoiceOver/ParkA/BuildErrorProtoss02,거기 맞다고 생각하세요?=2858
VoiceOver/ParkA/BuildErrorProtoss03,잘 보고 소환해 주시면 안 돼요?=2859
VoiceOver/ParkA/BuildErrorZerg00,그건 안 돼요. 될 거라고 생각하세요?=2860
VoiceOver/ParkA/BuildErrorZerg01,아... 그건 좀 아닌 거 같은데요.=2861
VoiceOver/ParkA/BuildErrorZerg02,그건 아니죠. 혹시 저그 처음 해보세요? =2862
VoiceOver/ParkA/CalldownLaunch00,핵 공격이 감지되었습니다.=2863
VoiceOver/ParkA/CalldownLaunch01,핵은 안 돼... 핵은 안 돼... 핵은 안 돼!=2864
VoiceOver/ParkA/CalldownLaunch02,핵! 핵! 핵! 핵! 찾자! 찾자! 찾자!=2865
VoiceOver/ParkA/CommandCenterUpgraded00,사령부 업그레이드 완료!=2866
VoiceOver/ParkA/ConstructInterrupt00,건설로봇이 방해 받았습니다!=2867
VoiceOver/ParkA/ConstructInterrupt01,건설이 중단되었습니다!=2868
VoiceOver/ParkA/ConstructInterrupt02,건설이 중단돼서... 이거 망했는데요.=2869
VoiceOver/ParkA/Countdown00,경기 준비 끝났습니다. 시작 하겠습니다!=2870
VoiceOver/ParkA/Countdown01,오, 사, 삼, 이, 일...=2871
VoiceOver/ParkA/EndGame00,GG!=2872
VoiceOver/ParkA/EndGame01,GG!=2873
VoiceOver/ParkA/EvolutionComplete00,진화 완료=2874
VoiceOver/ParkA/ForcesUnderAttack00,아군이 공격받고 있습니다.=2875
VoiceOver/ParkA/ForcesUnderAttack01,아군이 공격받는데 구경하나요!=2876
VoiceOver/ParkA/ForcesUnderAttack02,아! 이걸 못 보네요!=2877
VoiceOver/ParkA/GamePaused00,잠깐, 잠깐, 잠깐, 잠깐만!=2878
VoiceOver/ParkA/GamePaused01,일시 정지 꼭 필요할 때만 합시다!=2879
VoiceOver/ParkA/GameResumed00,다시 가봅시다!=2880
VoiceOver/ParkA/GameResumed01,게임 계속 합니다. 정신집중!=2881
VoiceOver/ParkA/GeyserExhausted00,간헐천이 고갈됐습니다.=2882
VoiceOver/ParkA/GeyserExhausted01,간헐천이 바닥났다고요!=2883
VoiceOver/ParkA/LandingInterrupt00,착륙할 수 없습니다.=2884
VoiceOver/ParkA/LandingInterrupt01,거긴 못 내립니다. 아래 뭐가 있나 본데요.=2885
VoiceOver/ParkA/LandingInterrupt02,설마 여기 내리려고요?=2886
VoiceOver/ParkA/MULEDeployed00,지게로봇 배치 완료!=2887
VoiceOver/ParkA/MULEDeployed01,지게로봇으로 광물 좀 땡겨 볼까!=2888
VoiceOver/ParkA/MaxSupply00,보급품이 꽉 찼습니다!=2889
VoiceOver/ParkA/MaxSupply01,보급품이 꽉 찼으니 이제 제대로 싸워 보자!!=2890
VoiceOver/ParkA/MetamorphosisComplete00,변신 완료!=2891
VoiceOver/ParkA/MineralsDepleted00,광맥이 바닥났습니다.=2892
