Character/Name/ArtanisUI,阿塔尼斯 /// Artanis=0
VoiceOver/HornerHanAnnouncer/NeedGeyserProtoss00,霍纳：那东西需要放在气泉上。汉：其实他也是猜的。 /// Horner: That goes on a geyser. Han: He's just guessing.=2288
VoiceOver/HornerHanAnnouncer/NeedGeyserProtoss01,霍纳：把它放在气泉上。 /// Horner: Place that on a geyser. =2289
VoiceOver/HornerHanAnnouncer/NeedGeyserZerg00,霍纳：得在瓦斯气泉上才能建造。汉：你去跟它们解释。 /// Horner: Gotta build that on a geyser. Han: You tell 'em.=2290
VoiceOver/HornerHanAnnouncer/NeedGeyserZerg01,霍纳：那东西必须建在瓦斯气泉上，明白吗？ /// Horner: That needs to go on a geyser, okay?=2291
VoiceOver/HornerHanAnnouncer/NeedMoreFood00,霍纳：你需要更多的补给。 /// Horner: You need more supply.=2292
VoiceOver/HornerHanAnnouncer/NeedMoreFood01,汉：补给快不够啦。 /// Han: Supply line is low. =2293
VoiceOver/HornerHanAnnouncer/NeedMoreFood02,霍纳：你的补给不足。汉：想找人买点吗？ /// Horner: You lack supplies. Han: Want to buy some?=2294
VoiceOver/HornerHanAnnouncer/NeedMoreFoodProtoss00,汉：再做点“水晶塔”那玩意。 /// Han: Make more pylon things.=2295
VoiceOver/HornerHanAnnouncer/NeedMoreFoodProtoss01,霍纳：你的水晶塔不足。汉：那是什么东西？ /// Horner: You're short on pylons. Han: What are those?=2296
VoiceOver/HornerHanAnnouncer/NeedMoreFoodProtoss02,霍纳：你需要水晶塔。汉：但我更需要你。 /// Horner: You need pylons. Han: Not as much as I need you.=2297
VoiceOver/HornerHanAnnouncer/NeedMoreFoodZerg00,汉：再生点王虫吧。 /// Han: Breed more overlords.=2298
VoiceOver/HornerHanAnnouncer/NeedMoreFoodZerg01,霍纳：先想办法多孵化一些王虫再说。 /// Horner: Get some overlords first.=2299
VoiceOver/HornerHanAnnouncer/NeedMoreFoodZerg02,霍纳：你需要更多的王虫才行。 /// Horner: You'll need more overlords for that.=2300
VoiceOver/HornerHanAnnouncer/NeedMoreGas00,霍纳：你需要更多的瓦斯。汉：哈哈！ /// Horner: You need more gas. Han: Hah!=2301
VoiceOver/HornerHanAnnouncer/NeedMoreGas01,汉：快！去采点瓦斯！霍纳：米拉，注意语气。 /// Han: Get gas, already! Horner: Mira, be nice.=2302
VoiceOver/HornerHanAnnouncer/NeedMoreGas02,霍纳：高能瓦斯不足。 /// Horner: Not enough vespene gas. =2303
VoiceOver/HornerHanAnnouncer/NeedMoreMinerals00,霍纳：你的晶体矿不足。汉：少得要命。 /// Horner: You're short on minerals. Han: Really short.=2304
VoiceOver/HornerHanAnnouncer/NeedMoreMinerals01,汉：你的宝贝晶体矿不够用啦。 /// Han: Your precious little minerals are low.=2305
VoiceOver/HornerHanAnnouncer/NeedMoreMinerals02,霍纳：多采点晶体矿，士兵。 /// Horner: Harvest more minerals, soldier.=2306
VoiceOver/HornerHanAnnouncer/NotEnoughEnergy00,霍纳：你需要更多的能量。汉：但是马修，我感觉你身上就有一股用不完的劲。 /// Horner: You need some energy. Han: But Matthew, you're so lively.=2307
VoiceOver/HornerHanAnnouncer/NotEnoughEnergy01,汉：没能量啦！ /// Han: Out of energy! =2308
VoiceOver/HornerHanAnnouncer/NukeReady00,霍纳：聚变打击准备就绪。汉：可别浪费了！ /// Horner: Nuke's armed and ready. Han: Don't waste it!=2309
VoiceOver/HornerHanAnnouncer/NukeReady01,汉：你可以朝敌人丢蘑菇了。霍纳：但要小心。 /// Han: You can nuke your enemies now. Horner: Be careful.=2310
VoiceOver/HornerHanAnnouncer/PlaceInPowerField00,汉：那玩意得放在能量场里。相信我。 /// Han: That must go in a power field. Trust me.=2311
VoiceOver/HornerHanAnnouncer/PylonUnderAttack00,霍纳：水晶塔正在遭受攻击。 /// Horner: Your pylon's getting banged up.=2312
VoiceOver/HornerHanAnnouncer/PylonUnderAttack01,汉：他们在拆你的水晶塔。 /// Han: They're damaging your pylon.=2313
VoiceOver/HornerHanAnnouncer/PylonUnderAttack02,霍纳：水晶塔遭到攻击。 /// Horner: Pylon's under attack.=2314
VoiceOver/HornerHanAnnouncer/QueenDeployed00,霍纳：你孵化了一只虫后。汉：而我就是你的王后，马修国王！ /// Horner: Well, you hatched a queen. Han: I'm your queen, Matthew!=2315
VoiceOver/HornerHanAnnouncer/QueenDeployed01,霍纳：你的虫后正在等候差遣。汉：也不知道它听不听得懂命令…… /// Horner: Your queen's ready for orders. Han: If it takes orders...=2316
VoiceOver/HornerHanAnnouncer/QueenDeployed02,END=2317
VoiceOver/HornerHanAnnouncer/ResearchComplete00,霍纳：研究完成。好好使用吧。 /// Horner: Research is done. Now go make it worthwhile.=2318
VoiceOver/HornerHanAnnouncer/ResearchComplete01,汉：你的研究好了，给对面一个惊喜吧。 /// Han: Your research is finished. Go cause trouble.=2319
VoiceOver/HornerHanAnnouncer/SalvageComplete00,汉：回收成功啦。有我在是你的福分。 /// Han: Salvage operation successful. You're lucky I'm here.=2320
VoiceOver/HornerHanAnnouncer/SalvageComplete01,霍纳：回收全部完成。 /// Horner: Salvaging is all wrapped up.=2321
VoiceOver/HornerHanAnnouncer/StartGame00,霍纳：作战开始！汉：让我们看看你有什么能耐。 /// Horner: Time to go! Han: Let's see what you can do.=2322
VoiceOver/HornerHanAnnouncer/StartGame01,汉：游戏开始。霍纳：只有你觉得这是游戏吧… /// Han: And so the fun begins. Horner: Maybe for you...=2323
VoiceOver/HornerHanAnnouncer/StartGame02,霍纳：好吧，开始行动！汉：我等不及想看爆炸了！ /// Horner: Okay, head out! Han: I want to see some fighting!=2324
VoiceOver/HornerHanAnnouncer/ThorRepaired00,霍纳：雷神修理完毕。汉：又可以把它弄坏了！ /// Horner: Thor repairs are done. Han: Now break it again!=2325
VoiceOver/HornerHanAnnouncer/ThorRepaired01,汉：你的雷神又跟新的一样了。霍纳：趁现在好好享受吧。 /// Han: Your thor is shiny and new. Horner: Enjoy it while it lasts.=2326
VoiceOver/HornerHanAnnouncer/Transmission00,霍纳：有信号过来了。汉：请问你哪位？ /// Horner: Incoming transmission. Han: Who's there?=2327
VoiceOver/HornerHanAnnouncer/TumorUnderAttack00,霍纳：你的菌毯肿瘤有危险了。汉：不能放过他们。 /// Horner: Your creep tumor's in danger. Han: It's personal now.=2328
VoiceOver/HornerHanAnnouncer/TumorUnderAttack01,汉：你的菌毯肿瘤被他们砸得稀烂。 /// Han: That's your creep tumor they're smacking.=2329
VoiceOver/HornerHanAnnouncer/TumorUnderAttack02,霍纳：敌人正在摧毁你的菌毯肿瘤。 /// Horner: The enemy's destroying your creep tumor.=2330
VoiceOver/HornerHanAnnouncer/UpgradeComplete00,霍纳：升级完成。 /// Horner: Upgrade complete.=2331
VoiceOver/HornerHanAnnouncer/UpgradeComplete01,汉：升级准备好了。好好用。 /// Han: Upgrade's ready. Use it well.=2332
VoiceOver/HornerHanAnnouncer/WarpInComplete00,霍纳：有东西折跃完成了。 /// Horner: Something's warped in.=2333
VoiceOver/HornerHanAnnouncer/WarpInComplete01,汉：折跃成功啦。 /// Han: Warp successful.=2334
VoiceOver/HornerHanAnnouncer/WorkersUnderAttack00,霍纳：我们的SCV正在遭到攻击。汉：你居然在乎他们的死活？ /// Horner: Our SCVs are under fire. Han: You actually care about those?=2335
VoiceOver/HornerHanAnnouncer/WorkersUnderAttack01,霍纳：SCV需要你的保护。 /// Horner: SCVs need your protection. =2336
VoiceOver/HornerHanAnnouncer/WorkersUnderAttack02,汉：你那些傻乎乎的SCV需要帮助。 /// Han: Your silly SCVs need help.=2337
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackProtoss00,霍纳：敌人正在射杀你的探机。汉：砰！ /// Horner: Enemies are shooting up your probes. Han: Pow!=2338
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackProtoss01,霍纳：探机正在受到伤害。汉：而且它们没法还手！ /// Horner: Those probes are hurtin'. Han: And they can't fight back!=2339
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackProtoss02,汉：你的废物探机要完蛋了。 /// Han: Your helpless probes are in distress.=2340
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackZerg00,汉：敌人正在攻击你那软绵绵、肉乎乎的工蜂。 /// Han: Enemies strike at your weak, fleshy drones.=2341
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackZerg01,霍纳：你的工蜂正在遭受攻击。汉：看着都疼。 /// Horner: Your drones are taking a beating. Han: Ouch.=2342
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackZerg02,汉：你的工蜂在挨打呢。 /// Han: Your drones are under attack.=2343
VoiceOver/IzshaA/AddOnComplete00,附属建筑搭建完毕。=2344
VoiceOver/IzshaA/AllyBaseUnderAttack00,我们盟友的基地受到威胁。 /// Our allies' base is threatened.=2345
VoiceOver/IzshaA/AllyUnderAttack00,我们的盟友正在交战。 /// Our allies are in combat.=2346
VoiceOver/IzshaA/BaseUnderAttack00,我们的基地遭到攻击。 /// Our base is under attack.=2347
VoiceOver/IzshaA/BuildError00,指令无法接受。 /// Unacceptable command.=2348
VoiceOver/IzshaA/BuildErrorProtoss00,我们无法折跃至那里。 /// We cannot warp there.=2349
VoiceOver/IzshaA/BuildErrorTerran00,我们不能建在那里。=2350
VoiceOver/IzshaA/CalldownLaunch00,侦测到在途的聚变打击。 /// Nuclear launch detected.=2351
VoiceOver/IzshaA/CalldownLaunch01,侦测到一次聚变打击。 /// Detecting a nuclear launch.=2352
VoiceOver/IzshaA/CommandCenterUpgraded00,指挥中心已升级。=2353
VoiceOver/IzshaA/Countdown00,五……四……三……二……一…… /// Five... Four... Three... Two... One...=2354
VoiceOver/IzshaA/EvolutionComplete00,进化完成。 /// Evolution complete.=2355
VoiceOver/IzshaA/EvolutionComplete01,进化完成了。 /// Evolution completed.=2356
VoiceOver/IzshaA/ForcesUnderAttack00,我方部队遭到攻击。 /// Our forces are under attack.=2357
VoiceOver/IzshaA/ForcesUnderAttack01,我们的部队与敌人交战了。 /// Our forces have met the enemy in combat.=2358
VoiceOver/IzshaA/ForcesUnderAttackProtoss01,我方部队遭到攻击。 /// Our forces are under attack.=2359
VoiceOver/IzshaA/ForcesUnderAttackTerran00,我方部队遭到攻击。 /// Our forces are under attack.=2360
VoiceOver/IzshaA/ForcesUnderAttackTerran01,我方部队已与敌人交火。=2361
VoiceOver/IzshaA/GamePaused00,看来我们必须坚守一会儿。 /// It appears we must hold a moment.=2362
VoiceOver/IzshaA/GameResumed00,战斗继续。 /// The battle continues.=2363
VoiceOver/IzshaA/GeyserExhausted00,瓦斯气泉枯竭。 /// Vespene geyser exhasusted.=2364
VoiceOver/IzshaA/GeyserExhausted01,一处瓦斯气泉已经枯竭。 /// A vespene geyser has been exhausted.=2365
VoiceOver/IzshaA/GeyserExhausted02,我们耗尽了一处瓦斯气泉。 /// We have exhausted a vespene geyser.=2366
VoiceOver/IzshaA/LandingInterrupt00,着陆区被阻挡。=2367
VoiceOver/IzshaA/MaxSupply00,那不可能。我们达到了补给上限。 /// That is not possible. We have reached maximum supply.=2368
VoiceOver/IzshaA/MaxSupply01,办不到，我们已达补给上限。 /// We cannot. Our supply is at maximum.=2369
VoiceOver/IzshaA/MetamorphosisComplete00,蜕变完成。 /// Metamorphosis complete.=2370
VoiceOver/IzshaA/MetamorphosisComplete01,蜕变完成了。 /// Metamorphosis completed.=2371
VoiceOver/IzshaA/MineralsDepleted00,矿脉已经枯竭。 /// Mineral field depleted.=2372
VoiceOver/IzshaA/MineralsDepleted01,一处矿脉已经枯竭。 /// A mineral field has been depleted.=2373
VoiceOver/IzshaA/MineralsDepleted02,矿脉已枯竭。 /// Mineral cluster depleted.=2374
VoiceOver/IzshaA/MutationComplete00,变异完成。 /// Mutation complete.=2375
VoiceOver/IzshaA/MutationComplete01,变异完成了。 /// Mutation completed.=2376
VoiceOver/IzshaA/NeedCreep00,那必须放置在菌毯上。 /// That must be placed on creep.=2377
VoiceOver/IzshaA/NeedCreep01,你必须把它放置在菌毯上。 /// You must place that on creep.=2378
VoiceOver/IzshaA/NeedGeyser00,必须放置在瓦斯气泉上。 /// We must place that on a vespene geyser.=2379
VoiceOver/IzshaA/NeedGeyser01,萃取房必须在一处瓦斯气泉上进行变异。 /// Extractors must be mutated on a vespene geyser.=2380
VoiceOver/IzshaA/NeedGeyserProtoss00,需要瓦斯气泉才能折跃。 /// Vespene geyser required for warp.=2381
VoiceOver/IzshaA/NeedGeyserTerran01,需要瓦斯气泉。 /// Vespene geyser required.=2382
VoiceOver/IzshaA/NeedMoreFood00,需要孵化更多的王虫。 /// Spawn more Overlords.=2383
VoiceOver/IzshaA/NeedMoreFood01,我们需要更多的王虫。 /// We need additional overlords.=2384
VoiceOver/IzshaA/NeedMoreFood02,需要更多的王虫。 /// More overlords required.=2385
VoiceOver/IzshaA/NeedMoreFoodProtoss00,我们需要建造更多的水晶塔。 /// We must construct additional pylons.=2386
VoiceOver/IzshaA/NeedMoreFoodProtoss01,需要更多的水晶塔。 /// Additional pylons are required.=2387
VoiceOver/IzshaA/NeedMoreFoodTerran01,需要更多补给站。 /// Additional supply depots required.=2388
VoiceOver/IzshaA/NeedMoreFoodTerran02,我们需要更多的补给站。=2389
VoiceOver/IzshaA/NeedMoreGas00,瓦斯不足。 /// Not enough vespene.=2390
VoiceOver/IzshaA/NeedMoreGas01,我们需要更多的高能瓦斯。 /// We require more Vespene gas.=2391
VoiceOver/IzshaA/NeedMoreGas02,需要更多的瓦斯。 /// More vespene required.=2392
VoiceOver/IzshaA/NeedMoreMinerals00,我们需要更多的矿物。 /// We require more minerals=2393
VoiceOver/IzshaA/NeedMoreMinerals01,晶体矿不足。 /// Not enough minerals.=2394
VoiceOver/IzshaA/NeedMoreMinerals02,我们需要更多的矿物。 /// We need more minerals.=2395
VoiceOver/IzshaA/NotEnoughEnergy00,能量不足 /// Not enough energy=2396
VoiceOver/IzshaA/NotEnoughEnergy01,能量不够。 /// Out of energy.=2397
VoiceOver/IzshaA/PylonUnderAttack00,我们的水晶塔遭到攻击。 /// Our pylon is under attack.=2398
VoiceOver/IzshaA/QueenDeployed00,一只新的虫后出现了。 /// A new queen has emerged.=2399
VoiceOver/IzshaA/ResearchComplete00,研发完成。=2400
VoiceOver/IzshaA/ThorRepaired00,我们的雷神已修复。=2401
VoiceOver/IzshaA/Transmission00,信号传入中。 /// Incoming transmission.=2402
VoiceOver/IzshaA/TumorUnderAttack00,一个菌毯肿瘤正在遭受攻击。 /// A creep tumor is under attack.=2403
VoiceOver/IzshaA/UpgradeComplete00,升级完成。=2404
VoiceOver/IzshaA/WarpInComplete00,折跃完毕 /// Warp in complete.=2405
VoiceOver/IzshaA/WarpInComplete01,折跃成功。=2406
VoiceOver/IzshaA/WorkersUnderAttack00,我们的工蜂遭到攻击。 /// Our drones are under attack!=2407
VoiceOver/IzshaA/WorkersUnderAttack01,敌人正在攻击我们的工蜂。 /// The enemy is attacking our drones.=2408
VoiceOver/IzshaA/WorkersUnderAttackProtoss00,我们的探机正在遭受攻击。=2409
VoiceOver/IzshaA/WorkersUnderAttackTerran00,我们的SCV遭到攻击。=2410
VoiceOver/IzshaA/WorkersUnderAttackTerran01,敌人正在攻击我们的SCV。=2411
VoiceOver/JeonA/AddOnComplete00,附属设施搭建完毕。=2412
VoiceOver/JeonA/AddOnComplete01,附属设施搭建完毕。=2413
VoiceOver/JeonA/AllyBaseUnderAttack00,盟友的基地正在遭受攻击。=2414
VoiceOver/JeonA/AllyBaseUnderAttack01,盟友的基地正在遭受攻击。=2415
VoiceOver/JeonA/AllyUnderAttack01,盟友遭到了攻击！=2416
VoiceOver/JeonA/BadLZ00,无法接受的着陆区。=2417
VoiceOver/JeonA/BaseUnderAttack00,基地遭到攻击。=2418
VoiceOver/JeonA/BaseUnderAttackProtoss00,基地遭到攻击。=2419
VoiceOver/JeonA/BaseUnderAttackTerran00,基地遭到攻击。=2420
VoiceOver/JeonA/BaseUnderAttackZerg00,基地遭到攻击。=2421
VoiceOver/JeonA/BuildErrorProtoss00,该位置无法进行折跃。=2422
VoiceOver/JeonA/BuildErrorTerran00,建造位置不可行。=2423
VoiceOver/JeonA/BuildErrorZerg00,命令无法接受。=2424
VoiceOver/JeonA/CalldownLaunch00,侦测到在途的聚变打击。=2425
VoiceOver/JeonA/CommandCenterUpgraded00,指挥中心升级完成。=2426
VoiceOver/JeonA/ConstructInterrupt00,哎呀！建造工作受到干扰。=2427
VoiceOver/JeonA/EvolutionComplete00,进化完成。=2428
VoiceOver/JeonA/ForcesUnderAttack00,你的部队正在遭受攻击。=2429
VoiceOver/JeonA/ForcesUnderAttackProtoss00,你的部队正在遭受攻击。=2430
VoiceOver/JeonA/ForcesUnderAttackTerran00,你的部队正在遭受攻击。=2431
VoiceOver/JeonA/ForcesUnderAttackZerg00,你的部队正在遭受攻击。=2432
VoiceOver/JeonA/GGLose00,GG。=2433
VoiceOver/JeonA/GGWin00,GG！=2434
VoiceOver/JeonA/GamePaused00,游戏暂停。=2435
VoiceOver/JeonA/GameResumed00,游戏继续。=2436
VoiceOver/JeonA/GeyserExhausted00,瓦斯气泉枯竭。=2437
VoiceOver/JeonA/GeyserExhaustedProtoss00,瓦斯气泉枯竭。=2438
VoiceOver/JeonA/GeyserExhaustedTerran00,瓦斯气泉枯竭。=2439
VoiceOver/JeonA/GeyserExhaustedZerg00,瓦斯气泉枯竭。=2440
VoiceOver/JeonA/LandingInterrupt00,着陆程序受到干扰。=2441
VoiceOver/JeonA/MaxSupply00,无法接收该指令。补给已达上限。=2442
VoiceOver/JeonA/MaxSupplyProtoss00,无法接收该指令。补给已达上限。=2443
VoiceOver/JeonA/MaxSupplyTerran00,无法接收该指令。补给已达上限。=2444
VoiceOver/JeonA/MaxSupplyZerg00,无法接收该指令。补给已达上限。=2445
VoiceOver/JeonA/MetamorphosisComplete00,蜕变完成。=2446
VoiceOver/JeonA/MineralsDepleted00,矿脉已经枯竭。=2447
VoiceOver/JeonA/MutationComplete00,变异完成。=2448
VoiceOver/JeonA/MutationComplete01,变异完成。=2449
VoiceOver/JeonA/NeedCreep00,必须放置在菌毯上。=2450
VoiceOver/JeonA/NeedGeyser00,必须放置在瓦斯气泉上。=2451
VoiceOver/JeonA/NeedGeyserProtoss00,那必须放置在瓦斯气泉上。=2452
VoiceOver/JeonA/NeedGeyserTerran00,必须放置在瓦斯气泉上。=2453
VoiceOver/JeonA/NeedGeyserZerg00,必须放置在瓦斯气泉上。=2454
VoiceOver/JeonA/NeedMoreFood00,需要更多补给站。=2455
VoiceOver/JeonA/NeedMoreFoodProtoss00,你必须建造更多的水晶塔。=2456
VoiceOver/JeonA/NeedMoreFoodTerran00,需要更多补给站。=2457
VoiceOver/JeonA/NeedMoreFoodZerg00,需要孵化更多的王虫。=2458
VoiceOver/JeonA/NeedMoreGas00,高能瓦斯不足。=2459
VoiceOver/JeonA/NeedMoreMinerals00,晶体矿不足。=2460
VoiceOver/JeonA/NotEnoughEnergy00,能量不足。=2461
VoiceOver/JeonA/PlaceInPowerField00,你必须将其放置在能量场中。=2462
VoiceOver/JeonA/PylonUnderAttack00,我们的水晶塔遭到攻击。=2463
VoiceOver/JeonA/QueenDeployed00,一只新的虫后出现了！=2464
VoiceOver/JeonA/ResearchComplete00,研发完成。=2465
VoiceOver/JeonA/SalvageComplete00,回收操作完毕。=2466
VoiceOver/JeonA/ThorRepaired00,雷神修复程序完成。=2467
VoiceOver/JeonA/Transmission00,收到一条传输信号。=2468
VoiceOver/JeonA/Transmission01,收到一条传输信号。=2469
VoiceOver/JeonA/TumorUnderAttack00,菌毯肿瘤遭到攻击。=2470
VoiceOver/JeonA/UpgradeComplete00,升级完成。=2471
VoiceOver/JeonA/WarpInComplete00,折跃完成=2472
VoiceOver/JeonA/WorkersUnderAttack00,我们的SCV遭到攻击。=2473
VoiceOver/JeonA/WorkersUnderAttackProtoss00,你的探机遭到攻击。=2474
VoiceOver/JeonA/WorkersUnderAttackTerran00,我们的SCV遭到攻击。=2475
VoiceOver/JeonA/WorkersUnderAttackZerg00,我们的工蜂遭到攻击。=2476
VoiceOver/KaraxA/AddOnComplete01,附属建筑搭建完毕。=2477
VoiceOver/KaraxA/AllyBaseUnderAttack00,盟友的基地遭到了攻击！ /// Our ally's base is under attack!=2478
VoiceOver/KaraxA/AllyUnderAttack00,我们的盟友正与敌人交战。 /// Our allies have met the enemy in combat.=2479
VoiceOver/KaraxA/BaseUnderAttack00,他们正在攻击我们的基地！ /// They are attacking our base!=2480
VoiceOver/KaraxA/BuildError00,那里无法进行折跃。 /// It is impossible to warp there.=2481
VoiceOver/KaraxA/BuildErrorZerg00,该指令不可接受。=2482
VoiceOver/KaraxA/CalldownLaunch00,侦测到在途的聚变打击！原始，但有效。 /// Nuclear launch detected! Primitive, but effective.=2483
VoiceOver/KaraxA/CalldownLaunch01,侦测到聚变打击！ /// I'm detecting an inbound nuclear weapon!=2484
VoiceOver/KaraxA/CommandCenterUpgraded00,指挥中心升级完成。=2485
VoiceOver/KaraxA/Countdown00,五……四……三……二……一…… /// Five... Four... Three... Two... One...=2486
VoiceOver/KaraxA/EvolutionComplete00,进化完成。 /// Evolution complete.=2487
VoiceOver/KaraxA/ForcesUnderAttack00,我们的战士正与敌人交战。 /// Our warriors are in battle with the enemy.=2488
VoiceOver/KaraxA/ForcesUnderAttackZerg00,你的虫群遭遇了敌人。=2489
VoiceOver/KaraxA/GamePaused00,请等我一下。有设备还需要校准。 /// One moment. These instruments require calibration.=2490
VoiceOver/KaraxA/GameResumed00,抱歉！这些无人机实在太娇贵了。我们可以继续了吗？ /// My apologies! These drones are quite finicky. Shall we resume?=2491
VoiceOver/KaraxA/GeyserExhausted00,我们已经吸纳了这座气泉中的所有瓦斯。 /// We have assimilated all of this geyser's vespene.=2492
VoiceOver/KaraxA/GeyserExhausted01,一座瓦斯气泉已经彻底耗尽。 /// A vespene geyser has been fully spent.=2493
VoiceOver/KaraxA/GeyserExhaustedZerg01,此处瓦斯气泉已经彻底枯竭。=2494
VoiceOver/KaraxA/MULEDeployed00,立即部署我方矿骡。=2495
VoiceOver/KaraxA/MaxSupply00,必须提供额外的补给。 /// Additional supply cannot be provided.=2496
VoiceOver/KaraxA/MaxSupply01,我们已经处于补给上限。 /// We are operating at maximum supply.=2497
VoiceOver/KaraxA/MetamorphosisComplete00,蜕变完成。 /// Metamorphosis complete.=2498
VoiceOver/KaraxA/MineralsDepleted00,这座晶体矿脉无法再提供任何资源了。 /// This mineral field can yield nothing more.=2499
VoiceOver/KaraxA/MineralsDepleted01,我们已经采尽了这个矿脉里所有的晶体矿。 /// We've gathered all the minerals this field possessed.=2500
VoiceOver/KaraxA/MineralsDepleted02,我们已经采尽了这个晶体矿脉。 /// We have depleted this mineral field.=2501
VoiceOver/KaraxA/MutationComplete00,变异完成。 /// Mutation complete.=2502
VoiceOver/KaraxA/NeedCreep00,必须在菌毯上才能变异。=2503
VoiceOver/KaraxA/NeedGeyser00,吸纳舱需要一座瓦斯气泉才能运作。 /// Assimilators require a vespene geyser to function.=2504
VoiceOver/KaraxA/NeedGeyser01,必须盖在瓦斯气泉上。 /// That must be placed atop a vespene geyser.=2505
VoiceOver/KaraxA/NeedMoreFood00,需要更多的水晶塔。 /// Additional pylons are required.=2506
VoiceOver/KaraxA/NeedMoreFood01,我们的补给太低了。我们需要更多的水晶塔。 /// Our supply is too low. We need more pylons.=2507
VoiceOver/KaraxA/NeedMoreFood02,我们需要建造更多的水晶塔。 /// We must construct additional pylons.=2508
VoiceOver/KaraxA/NeedMoreFoodTerran01,需要更多的补给站。=2509
VoiceOver/KaraxA/NeedMoreGas00,我们的瓦斯存量不足。 /// Our vespene cache is insufficient.=2510
VoiceOver/KaraxA/NeedMoreGas01,我们必须采集更多的瓦斯。 /// We must harvest additional vespene.=2511
VoiceOver/KaraxA/NeedMoreGas02,我们需要更多的瓦斯。 /// We need more vespene.=2512
VoiceOver/KaraxA/NeedMoreMinerals00,我们需要更多的矿物。 /// We need more minerals.=2513
VoiceOver/KaraxA/NeedMoreMinerals01,那需要更多的矿物。 /// That will require additional minerals.=2514
VoiceOver/KaraxA/NeedMoreMinerals02,前提是有更多的矿物。 /// If only we had more minerals.=2515
VoiceOver/KaraxA/NotEnoughEnergy00,能量不足。 /// Not enough energy.=2516
VoiceOver/KaraxA/NotEnoughEnergy01,需要更多的能量。 /// More energy required.=2517
VoiceOver/KaraxA/PlaceInPowerField00,没有能量场无法运作。 /// That cannot operate without a power field.=2518
VoiceOver/KaraxA/PylonUnderAttack00,我们的一座水晶塔遭到了损坏。 /// One of our pylons is taking damage.=2519
VoiceOver/KaraxA/ResearchComplete00,研究完毕。 /// Research has concluded.=2520
VoiceOver/KaraxA/ResearchComplete01,我们完成了研究。 /// We have completed our research.=2521
VoiceOver/KaraxA/SalvageComplete00,回收完成。 /// Salvage complete.=2522
VoiceOver/KaraxA/Transmission00,信号传入中。 /// Incoming transmission.=2523
VoiceOver/KaraxA/UpgradeComplete00,升级方案已经部署。 /// Upgrades have been deployed.=2524
VoiceOver/KaraxA/UpgradeComplete01,我们部署了新的升级方案。 /// We have developed new upgrades.=2525
VoiceOver/KaraxA/WarpInComplete00,折跃协议已完成。 /// Warp in protocol has completed.=2526
VoiceOver/KaraxA/WarpInComplete01,折跃物质化已经完成。 /// Warp materialization finalized.=2527
VoiceOver/KaraxA/WorkersUnderAttack00,我们的探机遭到了攻击！ /// Our probes are being attacked!=2528
VoiceOver/KaraxA/WorkersUnderAttack01,敌人正在对我们的探机开火！ /// The enemy is firing on our probes!=2529
VoiceOver/KerriganA/AddOnComplete00,附属建筑就绪。 /// Add-on's complete.=2530
VoiceOver/KerriganA/AddOnComplete01,附属建筑已搭建完成。 /// The add-on has been completed.=2531
VoiceOver/KerriganA/AllyBaseUnderAttack00,我方盟友的基地受到威胁 /// Our allies' base is threatened=2532
VoiceOver/KerriganA/AllyUnderAttack00,我们的盟友正在交战 /// Our allies are in combat=2533
VoiceOver/KerriganA/BadLZ00,我们不能在那里着陆。 /// We can't land that there.=2534
VoiceOver/KerriganA/BaseUnderAttack00,基地遭到攻击。 /// Our base is under attack.=2535
VoiceOver/KerriganA/BuildError00,指令无法执行。 /// Unacceptable command.=2536
VoiceOver/KerriganA/BuildErrorProtoss00,我们不能在那里折跃。 /// We can't warp there.=2537
VoiceOver/KerriganA/BuildErrorTerran00,我们不能在那里建造。 /// We can't build there.=2538
VoiceOver/KerriganA/CalldownLaunch00,侦测到在途的聚变打击。 /// Nuclear launch detected.=2539
VoiceOver/KerriganA/CalldownLaunch01,有人发射核弹了。 /// I'm detecting a nuclear launch.=2540
VoiceOver/KerriganA/CommandCenterUpgraded00,指挥中心已升级。 /// The command center has been upgraded.=2541
VoiceOver/KerriganA/ConstructInterrupt00,有东西妨碍了我们的建造。 /// Something has interrupted our construction.=2542
VoiceOver/KerriganA/Countdown00,五……四……三……二……一…… /// Five... Four... Three... Two... One...=2543
VoiceOver/KerriganA/EvolutionComplete00,进化完成。 /// Evolution complete.=2544
VoiceOver/KerriganA/EvolutionComplete01,进化完成了。 /// Evolution completed.=2545
VoiceOver/KerriganA/ForcesUnderAttack00,我方部队遭到攻击。 /// Our forces are under attack.=2546
VoiceOver/KerriganA/ForcesUnderAttack01,我们与敌人交火了。 /// We have met the enemy in combat.=2547
VoiceOver/KerriganA/GamePaused00,暂停一下，好吗？ /// Taking a break, are we?=2548
VoiceOver/KerriganA/GameResumed00,浪费了不少时间呐。 /// That took long enough.=2549
VoiceOver/KerriganA/GeyserExhausted00,瓦斯已经枯竭。 /// Vespene geyser exhausted.=2550
VoiceOver/KerriganA/GeyserExhausted01,一处瓦斯气泉已经枯竭。 /// A vespene geyser has been exhausted.=2551
