Character/Name/ArtanisUI,Artanis /// Artanis=0
VoiceOver/MengskA/ForcesUnderAttackTerran02,O inimigo iniciou hostilidades. /// The enemy's begun hostilities.=2657
VoiceOver/MengskA/ForcesUnderAttackTerran03,Ataque inimigo contra as nossas forças. Seja pragmático. /// Enemy raid on our forces. Be pragmatic.=2658
VoiceOver/MengskA/GGLose00,Avise à frota. Estamos saindo. Agora! /// Signal the fleet. We're moving out. Now!=2659
VoiceOver/MengskA/GGTie00,Humpf. Só existem vencedores e perdedores. /// Hmph. There are only ever winners and losers.=2660
VoiceOver/MengskA/GGWin00,Ora, está tudo em ordem. /// Well. It's all in order.=2661
VoiceOver/MengskA/GamePaused00,Temos que pausar. /// We need to pause.=2662
VoiceOver/MengskA/GamePaused01,Vou meditar por um momento. /// I'll gather my thoughts a moment.=2663
VoiceOver/MengskA/GamePaused02,Vou tirar uma folga da campanha. /// I'm taking some time away from the campaign.=2664
VoiceOver/MengskA/GameResumed00,O recreio acabou. /// Recess is over.=2665
VoiceOver/MengskA/GameResumed01,Eu voltei. /// I've returned.=2666
VoiceOver/MengskA/GameResumed02,Vamos continuar? /// Shall we continue?=2667
VoiceOver/MengskA/GeyserExhaustedTerran00,Você esvaziou um gêiser de gás vespeno. Siga em frente. /// You've emptied a vespene geyser. Move on.=2668
VoiceOver/MengskA/GeyserExhaustedTerran01,Gêiser de gás vespeno esgotado. /// Vespene geyser's spent.=2669
VoiceOver/MengskA/GeyserExhaustedTerran02,Mais um gêiser zerado. /// Another depleted geyser.=2670
VoiceOver/MengskA/GoodLuckHaveFun00,Guerra? Não, é um teste de campo. /// War? No, this is a field test.=2671
VoiceOver/MengskA/GoodLuckHaveFun01,Espero um desempenho estelar. /// I expect a command performance.=2672
VoiceOver/MengskA/GoodLuckHaveFun02,Vamos interromper algumas convenções. /// Let's put some conventions on hold.=2673
VoiceOver/MengskA/LandingInterrupt00,Pare a aterrissagem. /// Defer that landing.=2674
VoiceOver/MengskA/LandingInterrupt01,Seu pouso está em risco. /// Your landing's in jeopardy.=2675
VoiceOver/MengskA/MULEDeployed00,MULE em trânsito. /// MULE in transit.=2676
VoiceOver/MengskA/MULEDeployed01,Eu solicitei um MULE. /// I've arranged for a MULE.=2677
VoiceOver/MengskA/MaxSupplyTerran00,Cancele a ordem. Já estamos com suprimentos no máximo. /// Belay that order. We're already at max supply.=2678
VoiceOver/MengskA/MaxSupplyTerran01,Você atingiu o máximo de suprimento. /// You've reached maximum supply.=2679
VoiceOver/MengskA/MaxSupplyTerran02,Você está com o máximo de suprimentos. Tudo contabilizado. /// You're at max supply. Everything's spoken for.=2680
VoiceOver/MengskA/MetamorphosisComplete00,Metamorfose completa. Verifique se está intacta. /// Metamorphosis compleete. Check that it's intact.=2681
VoiceOver/MengskA/MetamorphosisComplete01,Que metamorfose perturbadora. /// What a disquieting metamorphosis.=2682
VoiceOver/MengskA/MetamorphosisComplete02,Metamorfose concluída. /// Metamorphosis has concluded.=2683
VoiceOver/MengskA/MineralsDepleted00,Área de minério completamente esgotada. /// Mineral patch's been strip-mined.=2684
VoiceOver/MengskA/MineralsDepleted01,Jazida de minérios acabou. Conquiste outra. /// Mineral field is out. Claim another.=2685
VoiceOver/MengskA/MineralsDepleted02,Uma jazida de minérios se esgotou. Espero que você não esteja com elas desativadas. /// A mineral field's depleted. I hope you aren't just sitting on them.=2686
VoiceOver/MengskA/MutationComplete00,Mutação completa. Pode olhar. /// Mutation's complete. Just look.=2687
VoiceOver/MengskA/MutationComplete01,Fui informado da conclusão da sua mutação zerg. /// I'm told your zerg mutation's finished.=2688
VoiceOver/MengskA/MutationComplete02,Uma nova mutação. É uma das nossas. /// A new mutation. It's one of ours.=2689
VoiceOver/MengskA/NeedCreep00,Não. Construa na gosma. /// No. Set it down on creep.=2690
VoiceOver/MengskA/NeedCreep01,Construa na gosma. Não me importa o fedor. /// Build it on creep. I don't care how it smells.=2691
VoiceOver/MengskA/NeedCreep02,Vai funcionar se você aboletar numa pilha de gosma. /// That'll work if you plop it on a pile of creep.=2692
VoiceOver/MengskA/NeedGeyserTerran00,Isso vai precisar de um gêiser de gás vespeno. /// That'll require a vespene geyser.=2693
VoiceOver/MengskA/NeedGeyserTerran01,Construa numa fonte de vespeno. /// Construct it on a source of vespene.=2694
VoiceOver/MengskA/NeedGeyserTerran02,Tome controle de um gêiser. /// Harness a geyser instead.=2695
VoiceOver/MengskA/NeedMoreFoodProtoss00,Construa pilares, ou os protoss ficarão em casa. /// Construct pylons, or the protoss stay home.=2696
VoiceOver/MengskA/NeedMoreFoodProtoss01,Construa pilares energéticos se você quiser convocar os protoss. /// Build pylons if you want to bring the protoss in.=2697
VoiceOver/MengskA/NeedMoreFoodProtoss02, Você vai precisar de mais pilares energéticos. /// You'll need more pylons for that.=2698
VoiceOver/MengskA/NeedMoreFoodTerran00,Instale mais alguns depósitos de suprimentos. /// Put up some supply depots.=2699
VoiceOver/MengskA/NeedMoreFoodTerran01,Invista num depósito de suprimentos. Rápido. /// Invest in a supply depot. Quickly.=2700
VoiceOver/MengskA/NeedMoreFoodTerran02,Construa depósitos de suprimentos. Temos muitas bocas famintas. /// Build supply depots. Too many mouths to feed.=2701
VoiceOver/MengskA/NeedMoreFoodZerg00,Gere um suserano. /// Spawn an overlord.=2702
VoiceOver/MengskA/NeedMoreFoodZerg01,Precisamos de mais suseranos para exercer controle. /// We need more overlords to exert control.=2703
VoiceOver/MengskA/NeedMoreFoodZerg02,Faça mais suseranos. Ou continue de bobeira. /// Make more overlords. Or keep fidgeting.=2704
VoiceOver/MengskA/NeedMoreFoodZerg03,Mais suseranos se fazem necessários. /// More overlords are necessary.=2705
VoiceOver/MengskA/NeedMoreGas00,Gás vespeno insuficiente. /// Inadequate vespene gas.=2706
VoiceOver/MengskA/NeedMoreGas01,Suas reservas de vespeno são insuficientes. /// Your vespene reserves are lacking.=2707
VoiceOver/MengskA/NeedMoreGas02,Você precisa de mais vespeno. /// You need more vespene.=2708
VoiceOver/MengskA/NeedMoreGas03,Ainda falta muito vespeno para você. /// You don't have nearly enough vespene.=2709
VoiceOver/MengskA/NeedMoreMinerals00,Melhor escavar mais minerais. /// You need to dig up more minerals.=2710
VoiceOver/MengskA/NeedMoreMinerals01,Você não tem minerais para isso. /// You haven't got the minerals for that.=2711
VoiceOver/MengskA/NeedMoreMinerals02,Obtenha mais minerais. Seja mais esforçado. /// Get more minerals. Be industrious.=2712
VoiceOver/MengskA/NotEnoughEnergy00,Você tem pouca energia. /// You're low on energy.=2713
VoiceOver/MengskA/NotEnoughEnergy01,Energia insuficiente. Comece a racionar. /// Not enough energy. Start rationing.=2714
VoiceOver/MengskA/NotEnoughEnergy02,Você precisa de mais energia. Dê um jeito. /// You need more energy. Find a solution.=2715
VoiceOver/MengskA/NukeReady00,Estou pronto pra autorizar um lançamento nuclear. /// I'm ready to authorize a nuclear launch.=2716
VoiceOver/MengskA/NukeReady01,Arma nuclear pronta. Acabe com eles. /// Nuke is ready. Sweep them all.=2717
VoiceOver/MengskA/NukeReady02,Você tem autorização para um ataque nuclear. /// You're cleared for nuclear engagement.=2718
VoiceOver/MengskA/PlaceInPowerField00,Coloque num campo de energia. /// Place it in a power field.=2719
VoiceOver/MengskA/PlaceInPowerField01,Seus campos de energia não cobrem essa posição. /// Your power fields aren't covering that position.=2720
VoiceOver/MengskA/PlaceInPowerField02,Transdobre isso dentro de um campo de energia. /// Warp that inside a power field.=2721
VoiceOver/MengskA/PylonUnderAttack00,Estão atacando a infraestrutura de pilares. /// They're attacking the pylon infrastructure.=2722
VoiceOver/MengskA/PylonUnderAttack01,Seu pilar energético vai ficar sem energia. /// Your pylon's going to lose power.=2723
VoiceOver/MengskA/PylonUnderAttack02,Seu pilar energético está em perigo. /// Your pylon is at risk.=2724
VoiceOver/MengskA/QueenDeployed00,A rainha está pronta para a coroação. /// The queen's ready for her coronation.=2725
VoiceOver/MengskA/QueenDeployed01,Uma rainha chegou para... oferecer ajuda. /// A queen's here to... provide assistance.=2726
VoiceOver/MengskA/QueenDeployed02,Rainha zerg emergiu. /// Zerg queen has emerged.=2727
VoiceOver/MengskA/ResearchComplete00,Sua pesquisa está completa. /// Your research is complete.=2728
VoiceOver/MengskA/ResearchComplete01,Pesquisa completa. Agora me mostre os resultados. /// The research is done. Now show me results.=2729
VoiceOver/MengskA/ResearchComplete02,Vamos ver o que aquele dinheiro de pesquisa comprou. /// Let's see what all that research money bought.=2730
VoiceOver/MengskA/SalvageComplete00,Recuperação encerrada. /// Salvaging's wrapped up.=2731
VoiceOver/MengskA/SalvageComplete01,Terminamos de recuperar. /// We've finished salvaging.=2732
VoiceOver/MengskA/SalvageComplete02,Uma operação de recuperação perfeita. /// A perfectly timed salvage operation.=2733
VoiceOver/MengskA/ThorRepaired00,Consertaram o Thor. Tome mais cuidado. /// Your thor's been repaired. Be more careful with it.=2734
VoiceOver/MengskA/ThorRepaired01,Thor pronto para o combate de novo. /// Thor is combat-ready again.=2735
VoiceOver/MengskA/ThorRepaired02,O Thor voltou dos mortos. /// Thor's back from the dead.=2736
VoiceOver/MengskA/Transmission00,Transmissão chegando. /// Broadcast coming through.=2737
VoiceOver/MengskA/Transmission01,Estamos recebendo uma transmissão. /// We're receiving a transmission.=2738
VoiceOver/MengskA/Transmission02,Nova transmissão a caminho. /// New transmission incoming.=2739
VoiceOver/MengskA/TumorUnderAttack00,Seu tumor gosmento está em perigo. /// Your creep tumor's imperiled.=2740
VoiceOver/MengskA/TumorUnderAttack01,Tumor gosmento sob ataque. Não queria ver outro deles crescendo. /// Creep tumor under attack. Not looking forward to watching another one grow.=2741
VoiceOver/MengskA/TumorUnderAttack02,Eles estão atacando... um tumor. /// They're attacking a... tumor.=2742
VoiceOver/MengskA/UpgradeComplete00,Aprimoramento concluído como programado. /// Upgrade is complete on schedule.=2743
VoiceOver/MengskA/UpgradeComplete01,Seu aprimoramento está pronto para produção. /// Your upgrade's production-ready.=2744
VoiceOver/MengskA/UpgradeComplete02,Nossas melhores mentes completaram um aprimoramento. /// Our finest minds have finished an upgrade.=2745
VoiceOver/MengskA/WarpInComplete00,Transdobra bem-sucedida. /// Warp successful.=2746
VoiceOver/MengskA/WarpInComplete01,Foi transdobrado, como combinado. /// It's warped through, as agreed.=2747
VoiceOver/MengskA/WarpInComplete02,Transdobra concluída. /// Warp concluded.=2748
VoiceOver/MengskA/WorkersUnderAttackProtoss00,Estão ameaçando nossas sondas. /// They're threatening the probes.=2749
VoiceOver/MengskA/WorkersUnderAttackProtoss01,Suas sondas estão em perigo. Pelo menos recupere as peças. /// Your probes are in danger. At least salvage their parts.=2750
VoiceOver/MengskA/WorkersUnderAttackProtoss02,Parece que estão atacando suas sondas. /// Sounds like your probes are being attacked.=2751
VoiceOver/MengskA/WorkersUnderAttackTerran00,VCEs sendo atacados! Nós dependemos deles! /// SCVs under attack. Their labor is our backbone!=2752
VoiceOver/MengskA/WorkersUnderAttackTerran01,Estão acossando seus VCEs. /// They're hounding your SCVs.=2753
VoiceOver/MengskA/WorkersUnderAttackTerran02,Nossos bravos pilotos de VCE estão sob ataque. /// Our brave SCV pilots are under attack.=2754
VoiceOver/MengskA/WorkersUnderAttackZerg00,O inimigo emboscou nossos zangões! /// Enemy's ambushed our drones!=2755
VoiceOver/MengskA/WorkersUnderAttackZerg01,Estão atacando os zangões. /// They're engaging the drones.=2756
VoiceOver/MengskA/WorkersUnderAttackZerg02,Zangões sob ataque. Meus pêsames. /// Drones under attack. My condolences.=2757
VoiceOver/NathaniasA/AddOnComplete00,Add-on complete.=2758
VoiceOver/NathaniasA/AddOnComplete01,Add-on's finished.=2759
VoiceOver/NathaniasA/AllyBaseUnderAttack01,Our ally's base is under attack.=2760
VoiceOver/NathaniasA/AllyUnderAttack02,Your allies are in battle.=2761
VoiceOver/NathaniasA/BadLZ01,Unacceptable landing zone.=2762
VoiceOver/NathaniasA/BuildError00,You can't build there!=2763
VoiceOver/NathaniasA/CalldownLaunch00,Nuclear Launch Detected=2764
VoiceOver/NathaniasA/ConstructInterrupt01,Construction interrupted.=2765
VoiceOver/NathaniasA/Countdown00,Five... Four... Three... Two...  One...=2766
VoiceOver/NathaniasA/EndGame00,GG!=2767
VoiceOver/NathaniasA/EvolutionComplete00,Evolution complete.=2768
VoiceOver/NathaniasA/ForcesUnderAttack00,Our forces are under attack.=2769
VoiceOver/NathaniasA/GeyserExhausted00,Vespene geyser exhausted.=2770
VoiceOver/NathaniasA/LandingInterrupt00,Landing sequence interrupted.=2771
VoiceOver/NathaniasA/MetamorphosisComplete00,Metamorphosis complete.=2772
VoiceOver/NathaniasA/MineralsDepleted00,Mineral field depleted.=2773
VoiceOver/NathaniasA/MutationComplete01,Mutation complete.=2774
VoiceOver/NathaniasA/NeedMoreFood00,Additional supply depots required.=2775
VoiceOver/NathaniasA/NeedMoreFoodProtoss00,You must construct additional pylons.=2776
VoiceOver/NathaniasA/NeedMoreFoodZerg00,Spawn more overlords.=2777
VoiceOver/NathaniasA/NeedMoreGas00,Insufficient vespene gas.=2778
VoiceOver/NathaniasA/NeedMoreMinerals00,Not enough minerals.=2779
VoiceOver/NathaniasA/NotEnoughEnergy00,Not enough energy.=2780
VoiceOver/NathaniasA/ResearchComplete00,Research complete.=2781
VoiceOver/NathaniasA/ResearchComplete01,Your research has concluded.=2782
VoiceOver/NathaniasA/Transmission00,Incoming transmission.=2783
VoiceOver/NathaniasA/TumorUnderAttack00,Creep Tumor under attack.=2784
VoiceOver/NathaniasA/UpgradeComplete00,Upgrade complete.=2785
VoiceOver/NathaniasA/WarpInComplete01,Warp in successful.=2786
VoiceOver/NathaniasA/WorkersUnderAttack00,SCVs under attack!=2787
VoiceOver/NathaniasA/WorkersUnderAttackZerg00,Your drones are under attack.=2788
VoiceOver/NovaA/AddOnComplete00,Adicional concluído. /// Add-on complete.=2789
VoiceOver/NovaA/AddOnComplete01,Adicional em ação. /// Add-on is up and running.=2790
VoiceOver/NovaA/AllyBaseUnderAttack00,A base do nosso aliado está sendo atacada. /// Our ally's base is under attack.=2791
VoiceOver/NovaA/AllyUnderAttack00,As forças aliadas estão sendo atacadas. /// Allied forces are under attack.=2792
VoiceOver/NovaA/BadLZ00,É impossível pousar aí. /// It's impossible to land there.=2793
VoiceOver/NovaA/BaseUnderAttack00,Nossa base está sendo atacada! /// Our base is under attack!=2794
VoiceOver/NovaA/BuildError00,Não dá para construir aí. /// Can't build there.=2795
VoiceOver/NovaA/BuildErrorProtoss00,Não dá para transdobrar isso. /// Can't warp that in.=2796
VoiceOver/NovaA/BuildErrorZerg00,Não posso seguir esse comando. /// Can't follow that command.=2797
VoiceOver/NovaA/CalldownLaunch00,Lançamento nuclear detectado. /// Nuclear launch detected.=2798
VoiceOver/NovaA/CalldownLaunch01,Temos uma arma nuclear iminente para resolver. /// We have an incoming nuke to deal with.=2799
VoiceOver/NovaA/CommandCenterUpgraded00,A central de comando foi aprimorada. /// Command center has been upgraded.=2800
VoiceOver/NovaA/ConstructInterrupt00,Nossos VCEs foram interrompidos. /// Our SCVs have been interrupted.=2801
VoiceOver/NovaA/Countdown00,Cinco... Quatro... Três... Dois... Um... /// Five... Four... Three... Two... One...=2802
VoiceOver/NovaA/EvolutionComplete00,Evolução concluída. /// Evolution complete.=2803
VoiceOver/NovaA/EvolutionComplete01,Parece que a sua casta evoluiu. /// Looks like your brood has evolved.=2804
VoiceOver/NovaA/ForcesUnderAttack00,Nossas forças iniciaram o ataque ao inimigo. /// Our forces have engaged the enemy.=2805
VoiceOver/NovaA/ForcesUnderAttack01,Nossas forças abriram fogo. /// Our forces have opened fire.=2806
VoiceOver/NovaA/ForcesUnderAttackProtoss00,Nossos guerreiros estão sendo atacados. /// Our warriors are under attack.=2807
VoiceOver/NovaA/ForcesUnderAttackProtoss01,Parece que os nossos guerreiros entraram em ação. /// Looks like our warriors are seeing some action.=2808
VoiceOver/NovaA/ForcesUnderAttackZerg00,Nossas forças encontraram o inimigo. /// Your forces have encountered the enemy.=2809
VoiceOver/NovaA/ForcesUnderAttackZerg01,Sua casta achou uma coisa para mastigar. /// Your brood has found something to chew on.=2810
VoiceOver/NovaA/GamePaused00,Mantenha a posição. /// Hold position.=2811
VoiceOver/NovaA/GameResumed00,Iniciando operação. /// Operation commencing.=2812
VoiceOver/NovaA/GeyserExhausted00,Esgotamos um gêiser de gás vespeno. /// We've exhausted a vespene geyser.=2813
VoiceOver/NovaA/GeyserExhausted01,Um gêiser de vespeno já era. /// A vespene geyser's been tapped out.=2814
VoiceOver/NovaA/LandingInterrupt00,Limpe a zona de pouso primeiro. /// Clear the landing zone first.=2815
VoiceOver/NovaA/MULEDeployed00,Lançando nossas MULEs agora. /// Deploying our MULEs now.=2816
VoiceOver/NovaA/MaxSupply00,Já temos o máximo de suprimentos. /// We're at maximum supply.=2817
VoiceOver/NovaA/MaxSupply01,Nosso suprimento está no limite. /// Our supply is capped out.=2818
VoiceOver/NovaA/MetamorphosisComplete00,Metamorfose concluída. /// Metamorphosis complete.=2819
VoiceOver/NovaA/MetamorphosisComplete01,Metamorfose bem-sucedida. Eu acho. /// Metamorphosis successful. I think.=2820
VoiceOver/NovaA/MineralsDepleted00,Jazida de minérios esgotada. /// Mineral field depleted.=2821
VoiceOver/NovaA/MineralsDepleted01,Extraímos uma jazida de minérios inteira. /// We've completely mined out a mineral field.=2822
VoiceOver/NovaA/MineralsDepleted02,Não sobrou nada daquele aglomerado de minérios. /// Nothing left in that mineral cluster.=2823
VoiceOver/NovaA/MutationComplete00,Mutação concluída. /// Mutation complete.=2824
VoiceOver/NovaA/MutationComplete01,Ah, ótimo, seus zergs passaram por mutação. /// Oh great, your zerg have mutated.=2825
VoiceOver/NovaA/NeedCreep00,Não dá para fazer isso sem gosma. /// Can't do that without creep.=2826
VoiceOver/NovaA/NeedCreep01,Você tem que colocar essa coisa em gosma. /// You have to place that thing on creep.=2827
VoiceOver/NovaA/NeedGeyser00,Isso tem que ser construído em um gêiser. /// Have to build that over a geyser.=2828
VoiceOver/NovaA/NeedGeyser01,A refinaria não serve para nada sem um gêiser. /// A refinery's no good without a geyser.=2829
VoiceOver/NovaA/NeedGeyserProtoss00,Isso tem que ser transdobrado em um gêiser. /// That has to be warped in on top of a geyser.=2830
VoiceOver/NovaA/NeedGeyserProtoss01,Tenho certeza que assimiladores requerem um gêiser. /// Pretty sure that assimilators require a geyser.=2831
VoiceOver/NovaA/NeedGeyserZerg00,Não dá para transmutar isso sem um gêiser. /// Can't morph that without a geyser.=2832
VoiceOver/NovaA/NeedGeyserZerg01,Extratores requerem um gêiser de gás vespeno. /// Extractors require a vespene geyser.=2833
VoiceOver/NovaA/NeedMoreFood00,Depósitos de suprimentos adicionais necessários. /// Additional supply depots required.=2834
VoiceOver/NovaA/NeedMoreFood01,Vamos precisar de mais depósitos de suprimentos para isso. /// We'll need more supply depots for that.=2835
VoiceOver/NovaA/NeedMoreFood02,Não temos suprimentos suficientes. /// Our supply is insufficient.=2836
VoiceOver/NovaA/NeedMoreFoodProtoss00,Construa mais pilares energéticos. /// Construct additional pylons.=2837
VoiceOver/NovaA/NeedMoreFoodProtoss01,Eu acho que... precisamos de mais pilares. /// I think... we need more pylons.=2838
VoiceOver/NovaA/NeedMoreFoodProtoss02,Parece que mais pilares são necessários. /// Seems more pylons are required.=2839
VoiceOver/NovaA/NeedMoreFoodZerg00,Gere mais suseranos. /// Spawn more overlords.=2840
VoiceOver/NovaA/NeedMoreFoodZerg01,Não dá para fazer isso sem mais suseranos. /// Can't be done without more overlords.=2841
VoiceOver/NovaA/NeedMoreFoodZerg02,Mais suseranos são necessários. /// More overlords required.=2842
VoiceOver/NovaA/NeedMoreGas00,Precisamos de mais vespeno. /// We need more vespene.=2843
VoiceOver/NovaA/NeedMoreGas01,Isso vai exigir mais gás. /// That's gonna require more gas.=2844
VoiceOver/NovaA/NeedMoreGas02,Não há vespeno suficiente. /// Not enough vespene.=2845
VoiceOver/NovaA/NeedMoreMinerals00,Isso vai custar mais minérios do que nós temos. /// That'll cost more minerals than we have.=2846
VoiceOver/NovaA/NeedMoreMinerals01,Precisa de mais minérios para isso. /// Need more minerals for that.=2847
VoiceOver/NovaA/NeedMoreMinerals02,Não temos minérios suficientes. /// We don't have enough minerals.=2848
VoiceOver/NovaA/NotEnoughEnergy00,Energia insuficiente. /// Not enough energy.=2849
VoiceOver/NovaA/NotEnoughEnergy01,A energia está baixa demais. /// Energy's too low.=2850
VoiceOver/NovaA/NukeReady00,Nossa arma nuclear está pronta. /// Our nuke is armed and ready.=2851
VoiceOver/NovaA/NukeReady01,Nossa arma nuclear já pode ser lançada. /// Our nuke is good to go.=2852
VoiceOver/NovaA/PlaceInPowerField00,Hã. Acho que isso não funciona sem um campo de energia. /// Huh. I guess that can't work without a power field.=2853
VoiceOver/NovaA/PylonUnderAttack00,Um dos nossos pilares está levando fogo inimigo. /// One of our pylons is under enemy fire.=2854
VoiceOver/NovaA/QueenDeployed00,Uma rainha acabou de nascer. /// A queen's just been born.=2855
VoiceOver/NovaA/QueenDeployed01,O aglomerado de colmeias pariu outra rainha. /// Hive cluster's birthed another queen.=2856
VoiceOver/NovaA/ResearchComplete00,Pesquisa concluída. /// Research complete.=2857
VoiceOver/NovaA/ResearchComplete01,A nossa pesquisa já foi feita. /// We're done with the research.=2858
VoiceOver/NovaA/SalvageComplete00,Recuperamos o que foi possível. /// We salvaged what we could.=2859
VoiceOver/NovaA/ThorRepaired00,Nosso Thor está pronto para o combate. /// Our thor is combat ready.=2860
VoiceOver/NovaA/Transmission00,Transmissão recebida. /// Incoming transmission.=2861
VoiceOver/NovaA/TumorUnderAttack00,O inimigo está atacando um tumor gosmento. /// Enemy's taking out a creep tumor.=2862
VoiceOver/NovaA/UpgradeComplete00,Aprimoramento concluído. /// Upgrade complete.=2863
VoiceOver/NovaA/UpgradeComplete01,O aprimoramento está pronto para uso. /// Upgrade is ready for use.=2864
VoiceOver/NovaA/WarpInComplete00,Transdobra concluída. /// Warp in complete.=2865
VoiceOver/NovaA/WarpInComplete01,Parece que a transdobra foi um sucesso. /// Looks like the warp in was a success.=2866
VoiceOver/NovaA/WorkersUnderAttack00,Nossos VCEs estão levando fogo. /// Our SCVs are under fire.=2867
VoiceOver/NovaA/WorkersUnderAttack01,Estão atacando os nossos VCEs? Isso é golpe baixo. /// They're hitting our SCVs? That's low.=2868
VoiceOver/NovaA/WorkersUnderAttackProtoss00,O inimigo está indo atrás das nossas sondas. /// The enemy is gunning for our probes.=2869
VoiceOver/NovaA/WorkersUnderAttackProtoss01,Nossas sondas estão sendo atacadas. /// Our probes are under attack.=2870
VoiceOver/NovaA/WorkersUnderAttackZerg00,Seus zangões estão sendo atacados. /// Your drones are under attack.=2871
VoiceOver/NovaA/WorkersUnderAttackZerg01,Alguém está pisando nos seus zangões. /// Someone's stomping on your drones.=2872
VoiceOver/ParkA/AddOnComplete00,부속 건물 완료!=2873
VoiceOver/ParkA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있습니다.=2874
VoiceOver/ParkA/AllyBaseUnderAttack01,동맹 기지가 공격받고 있습니다. 정신 똑바로 차리세요!=2875
VoiceOver/ParkA/AllyUnderAttack00,동맹이 공격받고 있습니다.=2876
VoiceOver/ParkA/AllyUnderAttack01,동맹이 공격 받는데 구경만 하진 않겠죠?=2877
VoiceOver/ParkA/AllyUnderAttack02,동맹이 공격 받는데 보고만 있나요.=2878
VoiceOver/ParkA/BadLZ00,거긴 착륙할 수 없습니다.=2879
VoiceOver/ParkA/BadLZ01,지금 뭐하세요? 거긴 못 내려요.=2880
VoiceOver/ParkA/BaseUnderAttack00,기지가 공격 받고 있습니다.=2881
VoiceOver/ParkA/BaseUnderAttack01,적 공격 모르나요? 모르면 맞아야죠.=2882
VoiceOver/ParkA/BaseUnderAttack02,어? 미니맵 안 보나요?=2883
VoiceOver/ParkA/BuildError00,거기는 건설할 수 없습니다.=2884
VoiceOver/ParkA/BuildError01,설마 거기가 가능하다고 생각하세요?=2885
VoiceOver/ParkA/BuildError02,건설할 수 없습니다. 잘 좀 보고 지읍시다!=2886
VoiceOver/ParkA/BuildErrorProtoss00,거긴 소환 못합니다.=2887
VoiceOver/ParkA/BuildErrorProtoss01,거긴 아니죠.=2888
VoiceOver/ParkA/BuildErrorProtoss02,거기 맞다고 생각하세요?=2889
VoiceOver/ParkA/BuildErrorProtoss03,잘 보고 소환해 주시면 안 돼요?=2890
VoiceOver/ParkA/BuildErrorZerg00,그건 안 돼요. 될 거라고 생각하세요?=2891
VoiceOver/ParkA/BuildErrorZerg01,아... 그건 좀 아닌 거 같은데요.=2892
VoiceOver/ParkA/BuildErrorZerg02,그건 아니죠. 혹시 저그 처음 해보세요? =2893
VoiceOver/ParkA/CalldownLaunch00,핵 공격이 감지되었습니다.=2894
VoiceOver/ParkA/CalldownLaunch01,핵은 안 돼... 핵은 안 돼... 핵은 안 돼!=2895
VoiceOver/ParkA/CalldownLaunch02,핵! 핵! 핵! 핵! 찾자! 찾자! 찾자!=2896
VoiceOver/ParkA/CommandCenterUpgraded00,사령부 업그레이드 완료!=2897
VoiceOver/ParkA/ConstructInterrupt00,건설로봇이 방해 받았습니다!=2898
VoiceOver/ParkA/ConstructInterrupt01,건설이 중단되었습니다!=2899
VoiceOver/ParkA/ConstructInterrupt02,건설이 중단돼서... 이거 망했는데요.=2900
VoiceOver/ParkA/Countdown00,경기 준비 끝났습니다. 시작 하겠습니다!=2901
VoiceOver/ParkA/Countdown01,오, 사, 삼, 이, 일...=2902
VoiceOver/ParkA/EndGame00,GG!=2903
VoiceOver/ParkA/EndGame01,GG!=2904
VoiceOver/ParkA/EvolutionComplete00,진화 완료=2905
VoiceOver/ParkA/ForcesUnderAttack00,아군이 공격받고 있습니다.=2906
VoiceOver/ParkA/ForcesUnderAttack01,아군이 공격받는데 구경하나요!=2907
VoiceOver/ParkA/ForcesUnderAttack02,아! 이걸 못 보네요!=2908
VoiceOver/ParkA/GamePaused00,잠깐, 잠깐, 잠깐, 잠깐만!=2909
VoiceOver/ParkA/GamePaused01,일시 정지 꼭 필요할 때만 합시다!=2910
VoiceOver/ParkA/GameResumed00,다시 가봅시다!=2911
VoiceOver/ParkA/GameResumed01,게임 계속 합니다. 정신집중!=2912
VoiceOver/ParkA/GeyserExhausted00,간헐천이 고갈됐습니다.=2913
VoiceOver/ParkA/GeyserExhausted01,간헐천이 바닥났다고요!=2914
VoiceOver/ParkA/LandingInterrupt00,착륙할 수 없습니다.=2915
VoiceOver/ParkA/LandingInterrupt01,거긴 못 내립니다. 아래 뭐가 있나 본데요.=2916
VoiceOver/ParkA/LandingInterrupt02,설마 여기 내리려고요?=2917
VoiceOver/ParkA/MULEDeployed00,지게로봇 배치 완료!=2918
VoiceOver/ParkA/MULEDeployed01,지게로봇으로 광물 좀 땡겨 볼까!=2919
VoiceOver/ParkA/MaxSupply00,보급품이 꽉 찼습니다!=2920
VoiceOver/ParkA/MaxSupply01,보급품이 꽉 찼으니 이제 제대로 싸워 보자!!=2921
VoiceOver/ParkA/MetamorphosisComplete00,변신 완료!=2922
VoiceOver/ParkA/MineralsDepleted00,광맥이 바닥났습니다.=2923
VoiceOver/ParkA/MineralsDepleted01,광물을 다 썼는데 우리 지는 거 아니죠?=2924
VoiceOver/ParkA/MineralsDepleted02,설마 확장 기지는 있죠?=2925
VoiceOver/ParkA/MutationComplete00,변이 완료.=2926
VoiceOver/ParkA/MutationComplete01,창조적인 변이가 승리를 부른다!=2927
VoiceOver/ParkA/NeedCreep00,점막이 필요합니다. 점막이 뭔지는 알죠?=2928
VoiceOver/ParkA/NeedCreep01,아무 데나 막 짓고 싶으면 테란 하세요.=2929
