Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,아르타니스 /// Artanis=1
VoiceOver/HornerHanAnnouncer/EndGameTied00,호너: 오늘 정말 제대로 된 상대를 만나셨군요. 한: 우리 둘처럼. 안 그래, 자기? 호너: (화난 한숨) /// Horner: You and your opponent were evenly matched. Han: Just like us, darling! Horner: (exasperated sigh)=2263
VoiceOver/HornerHanAnnouncer/EvolutionComplete00,호너: 뭔가 진화가 끝난 것 같습니다. 한: 아마도? /// Horner: You finished evolving something. Han: I guess.=2264
VoiceOver/HornerHanAnnouncer/EvolutionComplete01,호너: 진화 완료! 한: 흥분되는데?! /// Horner: Evolution complete! Han: You excite me.=2265
VoiceOver/HornerHanAnnouncer/ForcesUnderAttack00,호너: 적과 교전이 펼쳐졌습니다. 한: 오, 난 싸움이 좋더라. /// Horner: They've engaged our forces. Han: I love engagements.=2266
VoiceOver/HornerHanAnnouncer/ForcesUnderAttack01,호너: 우리 병사들이 전투 중입니다. /// Horner: Our soldiers are in combat. =2267
VoiceOver/HornerHanAnnouncer/ForcesUnderAttack02,한: 싸움 났다. 또! /// Han: Another brawl begins!=2268
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackProtoss00,호너: 전사들이 전투에 돌입했습니다. /// Horner: Your warriors have entered combat.=2269
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackProtoss01,한: 적이 네 전사들을 공격하고 있어! 악당 놈들 같으니. /// Han: The enemy is bashing your fighters! Those scoundrels.=2270
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackZerg00,한: 적이 너네 저그를 마주쳤어. 호너: 화가 단단히 난 것 같습니다. /// Han: The enemy has met your zerg. Horner: In a hostile way.=2271
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackZerg01,호너: 아군 저그가 싸움을 시작했습니다. 한: 흠, 맨날 싸우는 걸, 뭐. /// Horner: Your zerg are picking a fight. Han: They do that.=2272
VoiceOver/HornerHanAnnouncer/ForcesUnderAttackZerg02,한: 아군 저그가 적 냄새를 맡았어. /// Han: Your zerg sniffed out the enemy.=2273
VoiceOver/HornerHanAnnouncer/GamePaused00,호너: 잠시 휴전이 선언된 것 같군요. 한: 하, 이제 우리 둘뿐이야, 맷. 호너(플레이어에게): 빨리 돌아오셔야 됩니다! /// Horner: Looks like we have a break in hostilities. Han: It's just the two of us now, Matthew. Horner (to the player): Oh boy... Don't take too long!=2274
VoiceOver/HornerHanAnnouncer/GameResumed00,호너: 다시 전장으로! 한: 후후, 계속 그렇게 내숭 떨 거야, 남편? /// Horner: Back to the fray! Han: You can't play coy forever, husband.=2275
VoiceOver/HornerHanAnnouncer/GeyserExhausted00,호너: 가스가 말라 버렸습니다. 한: 음, 어쩌나. /// Horner: We're all outta gas. Han: Too bad.=2276
VoiceOver/HornerHanAnnouncer/GeyserExhausted01,한: 베스핀 간헐천이 소진됐어. 호너: 제 인내심처럼요. /// Han: Your geyser's spent. Horner: Just like my patience.=2277
VoiceOver/HornerHanAnnouncer/LandingInterrupt00,호너: 착륙지를 먼저 확보해야 합니다. 한: 하아, 그놈의 규정, 규정... /// Horner: We need a clear landing zone. Han: Rules, rules...=2278
VoiceOver/HornerHanAnnouncer/MULEDeployed00,호너: 지게로봇 배치 중. /// Horner: Deploying MULEs.=2279
VoiceOver/HornerHanAnnouncer/MaxSupply00,호너: 보급품이 한계에 도달했습니다, 사령관님. /// Horner: We've hit max supply, commander.=2280
VoiceOver/HornerHanAnnouncer/MaxSupply01,호너: 보급품이 가득 찼습니다. 한: 어디 멋있는 것 좀 만들어 줘봐! /// Horner: Supply is maxed. Han: Make something nice for me!=2281
VoiceOver/HornerHanAnnouncer/MetamorphosisComplete00,한: 징그러운 변형이 끝났어. /// Han: Your gross metamorphosis is complete. =2282
VoiceOver/HornerHanAnnouncer/MetamorphosisComplete01,호너: 어, 방금 그 변형은 성공한 것 같습니다... 한: 확실하진 않아. /// Horner: Uh, that metamorphosis was a success... Han: We think.=2283
VoiceOver/HornerHanAnnouncer/MineralsDepleted00,호너: 광맥이 고갈됐습니다. /// Horner: Mineral field's depleted. =2284
VoiceOver/HornerHanAnnouncer/MineralsDepleted01,호너: 광물 덩어리를 모두 채취했습니다. 한: 이제 아무것도 안 남았어. /// Horner: You've mined a whole cluster. Han: Nothing left of it now.=2285
VoiceOver/HornerHanAnnouncer/MineralsDepleted02,호너: 광맥이 소진됐습니다. 한: 아, 이런. /// Horner: A mineral field is gone. Han: Oh dear. =2286
VoiceOver/HornerHanAnnouncer/MutationComplete00,한: 뭔가 변이가 잘 끝난 것 같은데? 호너: 제대로 된 건가? /// Han: You mutated something properly. Horner: Good work?=2287
VoiceOver/HornerHanAnnouncer/MutationComplete01,호너: 저그가 변이를 마쳤습니다. 한: 이거 재밌네. /// Horner: Your zerg are done mutating. Han: Intriguing.=2288
VoiceOver/HornerHanAnnouncer/NeedCreep00,한: 그건 점막 위에다 지어야 돼. 호너: 그 보라색 끈적끈적한 거 말입니다. /// Han: That goes on creep. Horner: She means the purple stuff.=2289
VoiceOver/HornerHanAnnouncer/NeedCreep01,호너: 점막이 필요합니다. 저도 점점 막막한 기분입니다. 한: 남편 놈아, 뭐? /// Horner: You need creep, but I already have mine. Han: What?=2290
VoiceOver/HornerHanAnnouncer/NeedGeyser00,호너: 간헐천이 필요합니다. /// Horner: That requires a geyser.=2291
VoiceOver/HornerHanAnnouncer/NeedGeyser01,한: 간헐천. 그것부터 찾아. 호너: 이건... 미라 말이 맞습니다. /// Han: Geysers. Get them. Horner: She's right, for once.=2292
VoiceOver/HornerHanAnnouncer/NeedGeyserProtoss00,호너: 간헐천 위에다 소환해야 합니다. 한: 얘도 확실하진 않아. /// Horner: That goes on a geyser. Han: He's just guessing.=2293
VoiceOver/HornerHanAnnouncer/NeedGeyserProtoss01,호너: 간헐천 위에 배치하십시오. /// Horner: Place that on a geyser. =2294
VoiceOver/HornerHanAnnouncer/NeedGeyserZerg00,호너: 그건 간헐천 위에 지어야 합니다. 한: 들었지? /// Horner: Gotta build that on a geyser. Han: You tell 'em.=2295
VoiceOver/HornerHanAnnouncer/NeedGeyserZerg01,호너: 그건 간헐천 위로 가야 합니다, 아시겠죠? /// Horner: That needs to go on a geyser, okay?=2296
VoiceOver/HornerHanAnnouncer/NeedMoreFood00,호너: 보급품이 더 필요합니다. /// Horner: You need more supply.=2297
VoiceOver/HornerHanAnnouncer/NeedMoreFood01,한: 흠, 보급품이 부족해. /// Han: Supply line is low. =2298
VoiceOver/HornerHanAnnouncer/NeedMoreFood02,호너: 보급품이 모자랍니다. 한: 나한테 살래? /// Horner: You lack supplies. Han: Want to buy some?=2299
VoiceOver/HornerHanAnnouncer/NeedMoreFoodProtoss00,한: 수정탑인지 뭔지 하는 걸 더 만들어. /// Han: Make more pylon things.=2300
VoiceOver/HornerHanAnnouncer/NeedMoreFoodProtoss01,호너: 수정탑이 부족합니다. 한: 수정.. 그게 뭐야? /// Horner: You're short on pylons. Han: What are those?=2301
VoiceOver/HornerHanAnnouncer/NeedMoreFoodProtoss02,호너: 수정탑이 필요합니다. 한: 내가 널 필요로 하는 것만 할까? /// Horner: You need pylons. Han: Not as much as I need you.=2302
VoiceOver/HornerHanAnnouncer/NeedMoreFoodZerg00,한: 대군주를 더 번식시켜. /// Han: Breed more overlords.=2303
VoiceOver/HornerHanAnnouncer/NeedMoreFoodZerg01,호너: 대군주를 먼저 생성하십시오. /// Horner: Get some overlords first.=2304
VoiceOver/HornerHanAnnouncer/NeedMoreFoodZerg02,호너: 그러려면 대군주가 더 필요합니다. /// Horner: You'll need more overlords for that.=2305
VoiceOver/HornerHanAnnouncer/NeedMoreGas00,호너: 가스가 더 필요합니다. 한: 하하! /// Horner: You need more gas. Han: Hah!=2306
VoiceOver/HornerHanAnnouncer/NeedMoreGas01,한: 가스나 더 채취하시지! 호너: 미라, 말 조심! /// Han: Get gas, already! Horner: Mira, be nice.=2307
VoiceOver/HornerHanAnnouncer/NeedMoreGas02,호너: 베스핀 가스가 부족합니다. /// Horner: Not enough vespene gas. =2308
VoiceOver/HornerHanAnnouncer/NeedMoreMinerals00,호너: 광물이 부족합니다. 한: 정말 부족해. /// Horner: You're short on minerals. Han: Really short.=2309
VoiceOver/HornerHanAnnouncer/NeedMoreMinerals01,한: 네 소중한 광물이 바닥났나봐. /// Han: Your precious little minerals are low.=2310
VoiceOver/HornerHanAnnouncer/NeedMoreMinerals02,호너: 광물을 더 채취하십시오. /// Horner: Harvest more minerals, soldier.=2311
VoiceOver/HornerHanAnnouncer/NotEnoughEnergy00,호너: 에너지가 더 필요합니다. 한: 우리 자긴 이렇게 에너지가 넘치는데. /// Horner: You need some energy. Han: But Matthew, you're so lively.=2312
VoiceOver/HornerHanAnnouncer/NotEnoughEnergy01,한: 에너지가 없어! /// Han: Out of energy! =2313
VoiceOver/HornerHanAnnouncer/NukeReady00,호너: 핵이 준비됐습니다. 한: 허비하지 마! /// Horner: Nuke's armed and ready. Han: Don't waste it!=2314
VoiceOver/HornerHanAnnouncer/NukeReady01,한: 이제 적에게 핵을 날릴 수 있어. 호너: 신중하게 사용하십시오. /// Han: You can nuke your enemies now. Horner: Be careful.=2315
VoiceOver/HornerHanAnnouncer/PlaceInPowerField00,한: 그건 동력장 안에 배치해야 돼. 내 말 믿어. /// Han: That must go in a power field. Trust me.=2316
VoiceOver/HornerHanAnnouncer/PylonUnderAttack00,호너: 수정탑이 무차별 공격을 받고 있습니다. /// Horner: Your pylon's getting banged up.=2317
VoiceOver/HornerHanAnnouncer/PylonUnderAttack01,한: 놈들이 수정탑을 부수고 있어. /// Han: They're damaging your pylon.=2318
VoiceOver/HornerHanAnnouncer/PylonUnderAttack02,호너: 수정탑이 공격받고 있습니다. /// Horner: Pylon's under attack.=2319
VoiceOver/HornerHanAnnouncer/QueenDeployed00,호너: 아, 여왕이 부화됐습니다. 한: 네 여왕은 나야, 맷! /// Horner: Well, you hatched a queen. Han: I'm your queen, Matthew!=2320
VoiceOver/HornerHanAnnouncer/QueenDeployed01,호너: 여왕이 명령을 따를 준비가 됐습니다. 한: 호락호락 따를진 모르겠지만... /// Horner: Your queen's ready for orders. Han: If it takes orders...=2321
VoiceOver/HornerHanAnnouncer/QueenDeployed02,END /// END=2322
VoiceOver/HornerHanAnnouncer/ResearchComplete00,호너: 연구 완료. 가서 연구의 결과를 보여주십시오. /// Horner: Research is done. Now go make it worthwhile.=2323
VoiceOver/HornerHanAnnouncer/ResearchComplete01,한: 연구가 완료됐어. 가서 뒤집어 주라고. /// Han: Your research is finished. Go cause trouble.=2324
VoiceOver/HornerHanAnnouncer/SalvageComplete00,한: 회수 작업 성공. 내가 여기 있는 걸 다행으로 아셔. /// Han: Salvage operation successful. You're lucky I'm here.=2325
VoiceOver/HornerHanAnnouncer/SalvageComplete01,호너: 회수가 모두 완료됐습니다. /// Horner: Salvaging is all wrapped up.=2326
VoiceOver/HornerHanAnnouncer/StartGame00,호너: 시작하시죠! 한: 실력 한번 볼까? /// Horner: Time to go! Han: Let's see what you can do.=2327
VoiceOver/HornerHanAnnouncer/StartGame01,한: 이거 재밌겠는걸. 호너: "넌" 재밌겠지... /// Han: And so the fun begins. Horner: Maybe for you...=2328
VoiceOver/HornerHanAnnouncer/StartGame02,호너: 자, 가 보죠! 한: 제대로 붙어 보라고! /// Horner: Okay, head out! Han: I want to see some fighting!=2329
VoiceOver/HornerHanAnnouncer/ThorRepaired00,호너: 토르 수리가 완료됐습니다. 한: 가서 또 부숴 먹어! /// Horner: Thor repairs are done. Han: Now break it again!=2330
VoiceOver/HornerHanAnnouncer/ThorRepaired01,한: 토르가 아주 새 거가 됐는데. 호너: 파괴되기 전에 잘 쓰십시오. /// Han: Your thor is shiny and new. Horner: Enjoy it while it lasts.=2331
VoiceOver/HornerHanAnnouncer/Transmission00,호너: 신호 수신 중. 한: 누구야? /// Horner: Incoming transmission. Han: Who's there?=2332
VoiceOver/HornerHanAnnouncer/TumorUnderAttack00,호너: 점막 종양이 위험합니다. 한: 이거 그냥 넘어가면 안 되겠네. /// Horner: Your creep tumor's in danger. Han: It's personal now.=2333
VoiceOver/HornerHanAnnouncer/TumorUnderAttack01,한: 녀석들이 네 점막 종양을 때리고 있어. /// Han: That's your creep tumor they're smacking.=2334
VoiceOver/HornerHanAnnouncer/TumorUnderAttack02,호너: 적이 점막 종양을 파괴하고 있습니다. /// Horner: The enemy's destroying your creep tumor.=2335
VoiceOver/HornerHanAnnouncer/UpgradeComplete00,호너: 업그레이드 완료. /// Horner: Upgrade complete.=2336
VoiceOver/HornerHanAnnouncer/UpgradeComplete01,한: 업그레이드가 준비됐어. 잘 쓰라고. /// Han: Upgrade's ready. Use it well.=2337
VoiceOver/HornerHanAnnouncer/WarpInComplete00,호너: 무언가 소환이 됐습니다. /// Horner: Something's warped in.=2338
VoiceOver/HornerHanAnnouncer/WarpInComplete01,한: 소환 성공. /// Han: Warp successful.=2339
VoiceOver/HornerHanAnnouncer/WorkersUnderAttack00,호너: 건설로봇이 공격받고 있습니다. 한: 걔네들, 신경쓰긴 써? /// Horner: Our SCVs are under fire. Han: You actually care about those?=2340
VoiceOver/HornerHanAnnouncer/WorkersUnderAttack01,호너: 건설로봇을 보호해야 합니다. /// Horner: SCVs need your protection. =2341
VoiceOver/HornerHanAnnouncer/WorkersUnderAttack02,한: 하아, 멍청한 건설로봇들이 도움을 요청하고 있어. /// Han: Your silly SCVs need help.=2342
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackProtoss00,호너: 적들이 탐사정을 무차별 공격하고 있습니다. 한: 푸앙! /// Horner: Enemies are shooting up your probes. Han: Pow!=2343
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackProtoss01,호너: 탐사정들이 공격받고 있습니다. 한: 아무 반항도 못 하고 말이야! /// Horner: Those probes are hurtin'. Han: And they can't fight back!=2344
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackProtoss02,한: 불쌍한 탐사정들이 위험에 빠졌어. /// Han: Your helpless probes are in distress.=2345
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackZerg00,한: 적이 네 약점을 공격하고 있어. 살덩어리 일벌레 말이야. /// Han: Enemies strike at your weak, fleshy drones.=2346
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackZerg01,호너: 일벌레가 크게 당하고 있습니다. 한: 아야. /// Horner: Your drones are taking a beating. Han: Ouch.=2347
VoiceOver/HornerHanAnnouncer/WorkersUnderAttackZerg02,한: 일벌레가 공격받고 있어. /// Han: Your drones are under attack.=2348
VoiceOver/IzshaA/AddOnComplete00,부속건물 완성.=2349
VoiceOver/IzshaA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있습니다.=2350
VoiceOver/IzshaA/AllyUnderAttack00,동맹이 전투 중이다.=2351
VoiceOver/IzshaA/BaseUnderAttack00,군락지가 공격받고 있습니다. /// Our base is under attack.=2352
VoiceOver/IzshaA/BuildError00,그 명령은 받아들일 수 없다.=2353
VoiceOver/IzshaA/BuildErrorProtoss00,그곳에는 소환할 수 없다.=2354
VoiceOver/IzshaA/BuildErrorTerran00,거기엔 건설할 수 없다.=2355
VoiceOver/IzshaA/CalldownLaunch00,핵 공격이 감지되었다.=2356
VoiceOver/IzshaA/CalldownLaunch01,핵 공격을 감지했습니다.=2357
VoiceOver/IzshaA/CommandCenterUpgraded00,사령부 업그레이드 완료.=2358
VoiceOver/IzshaA/Countdown00,오... 사... 삼... 이... 일...=2359
VoiceOver/IzshaA/EvolutionComplete00,진화 완료.=2360
VoiceOver/IzshaA/EvolutionComplete01,진화를 완료했다.=2361
VoiceOver/IzshaA/ForcesUnderAttack00,아군이 공격받고 있다.=2362
VoiceOver/IzshaA/ForcesUnderAttack01,아군이 적과 만났습니다.=2363
VoiceOver/IzshaA/ForcesUnderAttackProtoss01,아군이 공격받고 있다.=2364
VoiceOver/IzshaA/ForcesUnderAttackTerran00,아군이 공격받고 있다.=2365
VoiceOver/IzshaA/ForcesUnderAttackTerran01,아군이 교전을 시작했습니다.=2366
VoiceOver/IzshaA/GamePaused00,잠시 기다려야 할 것 같습니다.=2367
VoiceOver/IzshaA/GameResumed00,전투를 계속합니다.=2368
VoiceOver/IzshaA/GeyserExhausted00,베스핀 간헐천이 고갈되었습니다.=2369
VoiceOver/IzshaA/GeyserExhausted01,베스핀 간헐천을 다 써 버렸다.=2370
VoiceOver/IzshaA/GeyserExhausted02,베스핀 간헐천이 소진되었습니다.=2371
VoiceOver/IzshaA/LandingInterrupt00,착륙 지점에 방해물이 있다.=2372
VoiceOver/IzshaA/MaxSupply00,불가능합니다. 보급품이 한도에 도달했습니다.=2373
VoiceOver/IzshaA/MaxSupply01,불가능합니다. 보급품이 상한선에 도달했습니다.=2374
VoiceOver/IzshaA/MetamorphosisComplete00,변형 완료.=2375
VoiceOver/IzshaA/MetamorphosisComplete01,변형이 끝났다.=2376
VoiceOver/IzshaA/MineralsDepleted00,광맥이 고갈됐다.=2377
VoiceOver/IzshaA/MineralsDepleted01,광맥이 말라 버렸다.=2378
VoiceOver/IzshaA/MineralsDepleted02,광물 덩어리가 고갈됐다.=2379
VoiceOver/IzshaA/MutationComplete00,변이 완료.=2380
VoiceOver/IzshaA/MutationComplete01,변이가 끝났다.=2381
VoiceOver/IzshaA/NeedCreep00,그건 점막 위에 배치해야 한다.=2382
VoiceOver/IzshaA/NeedCreep01,점막 위에 배치하십시오.=2383
VoiceOver/IzshaA/NeedGeyser00,베스핀 간헐천에 지어야 한다.=2384
VoiceOver/IzshaA/NeedGeyser01,추출장은 베스핀 간헐천 위에서 변이해야 합니다.=2385
VoiceOver/IzshaA/NeedGeyserProtoss00,소환하려면 베스핀 간헐천이 필요함.=2386
VoiceOver/IzshaA/NeedGeyserTerran01,베스핀 간헐천이 필요함.=2387
VoiceOver/IzshaA/NeedMoreFood00,대군주를 더 만들어라.=2388
VoiceOver/IzshaA/NeedMoreFood01,대군주가 더 필요합니다.=2389
VoiceOver/IzshaA/NeedMoreFood02,대군주를 생성해야 합니다.=2390
VoiceOver/IzshaA/NeedMoreFoodProtoss00,수정탑을 더 지어야 한다.=2391
VoiceOver/IzshaA/NeedMoreFoodProtoss01,수정탑이 더 필요합니다.=2392
VoiceOver/IzshaA/NeedMoreFoodTerran01,추가 보급고 필요함.=2393
VoiceOver/IzshaA/NeedMoreFoodTerran02,보급고가 더 있어야 하네.=2394
VoiceOver/IzshaA/NeedMoreGas00,베스핀 가스가 부족해.=2395
VoiceOver/IzshaA/NeedMoreGas01,베스핀 가스가 더 필요하다.=2396
VoiceOver/IzshaA/NeedMoreGas02,베스핀 가스가 모자랍니다.=2397
VoiceOver/IzshaA/NeedMoreMinerals00,광물이 필요하다.=2398
VoiceOver/IzshaA/NeedMoreMinerals01,광물이 부족하다.=2399
VoiceOver/IzshaA/NeedMoreMinerals02,광물이 더 있어야 해.=2400
VoiceOver/IzshaA/NotEnoughEnergy00,에너지가 부족하다.=2401
VoiceOver/IzshaA/NotEnoughEnergy01,에너지가 없다.=2402
VoiceOver/IzshaA/PylonUnderAttack00,수정탑이 공격받고 있습니다.=2403
VoiceOver/IzshaA/QueenDeployed00,여왕이 탄생했다.=2404
VoiceOver/IzshaA/ResearchComplete00,연구 완료.=2405
VoiceOver/IzshaA/ThorRepaired00,아군 토르가 수리됐다.=2406
VoiceOver/IzshaA/Transmission00,신호 수신 중.=2407
VoiceOver/IzshaA/TumorUnderAttack00,점막 종양이 공격받고 있습니다.=2408
VoiceOver/IzshaA/UpgradeComplete00,업그레이드 완료.=2409
VoiceOver/IzshaA/WarpInComplete00,소환 완료.=2410
VoiceOver/IzshaA/WarpInComplete01,소환 성공.=2411
VoiceOver/IzshaA/WorkersUnderAttack00,일벌레가 공격받고 있다!=2412
VoiceOver/IzshaA/WorkersUnderAttack01,적군이 우리 일벌레를 공격하고 있다.=2413
VoiceOver/IzshaA/WorkersUnderAttackProtoss00,우리 탐사정이 공격받고 있어.=2414
VoiceOver/IzshaA/WorkersUnderAttackTerran00,아군 건설로봇이 공격받고 있어.=2415
VoiceOver/IzshaA/WorkersUnderAttackTerran01,적이 우리 건설로봇을 공격한다.=2416
VoiceOver/JeonA/AddOnComplete00,부속건물 완성.=2417
VoiceOver/JeonA/AddOnComplete01,부속건물 완성.=2418
VoiceOver/JeonA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있다.=2419
VoiceOver/JeonA/AllyBaseUnderAttack01,동맹 기지가 공격받고 있다.=2420
VoiceOver/JeonA/AllyUnderAttack01,동맹이 공격받고 있습니다!=2421
VoiceOver/JeonA/BadLZ00,착륙 불가 지역일세.=2422
VoiceOver/JeonA/BaseUnderAttack00,기지가 공격받고 있다.=2423
VoiceOver/JeonA/BaseUnderAttackProtoss00,기지가 공격받고 있다.=2424
VoiceOver/JeonA/BaseUnderAttackTerran00,기지가 공격받고 있다.=2425
VoiceOver/JeonA/BaseUnderAttackZerg00,기지가 공격받고 있다.=2426
VoiceOver/JeonA/BuildErrorProtoss00,그곳은 소환 불가 지역이네.=2427
VoiceOver/JeonA/BuildErrorTerran00,건설 불가 지역이네.=2428
VoiceOver/JeonA/BuildErrorZerg00,수행할 수 없는 명령이다.=2429
VoiceOver/JeonA/CalldownLaunch00,핵 공격이 감지되었습니다.=2430
VoiceOver/JeonA/CommandCenterUpgraded00,사령부 업그레이드 완료.=2431
VoiceOver/JeonA/ConstructInterrupt00,건설이 중단됐습니다.=2432
VoiceOver/JeonA/EvolutionComplete00,진화 완료.=2433
VoiceOver/JeonA/ForcesUnderAttack00,아군 병력이 공격당하고 있습니다.=2434
VoiceOver/JeonA/ForcesUnderAttackProtoss00,아군 병력이 공격당하고 있습니다.=2435
VoiceOver/JeonA/ForcesUnderAttackTerran00,아군 병력이 공격당하고 있습니다.=2436
VoiceOver/JeonA/ForcesUnderAttackZerg00,아군 병력이 공격당하고 있습니다.=2437
VoiceOver/JeonA/GGLose00,GG요.=2438
VoiceOver/JeonA/GGWin00,사랑을 담아서, D.Va!=2439
VoiceOver/JeonA/GamePaused00,게임을 일시 정지합니다.=2440
VoiceOver/JeonA/GameResumed00,아! 게임을 계속합니다.=2441
VoiceOver/JeonA/GeyserExhausted00,베스핀 간헐천 고갈됨.=2442
VoiceOver/JeonA/GeyserExhaustedProtoss00,베스핀 간헐천 고갈됨.=2443
VoiceOver/JeonA/GeyserExhaustedTerran00,베스핀 간헐천 고갈됨.=2444
VoiceOver/JeonA/GeyserExhaustedZerg00,베스핀 간헐천 고갈됨.=2445
VoiceOver/JeonA/LandingInterrupt00,지금은 착륙할 수 없습니다.=2446
VoiceOver/JeonA/MaxSupply00,수행할 수 없네. 보급품이 한도에 도달했네.=2447
VoiceOver/JeonA/MaxSupplyProtoss00,수행할 수 없네. 보급품이 한도에 도달했네.=2448
VoiceOver/JeonA/MaxSupplyTerran00,수행할 수 없네. 보급품이 한도에 도달했네.=2449
VoiceOver/JeonA/MaxSupplyZerg00,수행할 수 없네. 보급품이 한도에 도달했네.=2450
VoiceOver/JeonA/MetamorphosisComplete00,변형 완료.=2451
VoiceOver/JeonA/MineralsDepleted00,광맥이 고갈됐다.=2452
VoiceOver/JeonA/MutationComplete00,변이 완료.=2453
VoiceOver/JeonA/MutationComplete01,변이 완료.=2454
VoiceOver/JeonA/NeedCreep00,그건 점막 위에 배치해야 돼.=2455
VoiceOver/JeonA/NeedGeyser00,어... 베스핀 간헐천에 건설해야 합니다.=2456
VoiceOver/JeonA/NeedGeyserProtoss00,베스핀 간헐천에 배치해야 하네.=2457
VoiceOver/JeonA/NeedGeyserTerran00,어... 베스핀 간헐천에 건설해야 합니다.=2458
VoiceOver/JeonA/NeedGeyserZerg00,베스핀 간헐천에 지어야 한다.=2459
VoiceOver/JeonA/NeedMoreFood00,추가 보급고가 필요합니다.=2460
VoiceOver/JeonA/NeedMoreFoodProtoss00,수정탑이 더 필요하다.=2461
VoiceOver/JeonA/NeedMoreFoodTerran00,추가 보급고가 필요합니다.=2462
VoiceOver/JeonA/NeedMoreFoodZerg00,대군주를 더 생성해라.=2463
VoiceOver/JeonA/NeedMoreGas00,베스핀 가스가 부족합니다.=2464
VoiceOver/JeonA/NeedMoreMinerals00,광물이 부족해.=2465
VoiceOver/JeonA/NotEnoughEnergy00,에너지가 더 필요해.=2466
VoiceOver/JeonA/PlaceInPowerField00,동력장 안에 배치해야 한다.=2467
VoiceOver/JeonA/PylonUnderAttack00,수정탑이 공격받고 있다.=2468
VoiceOver/JeonA/QueenDeployed00,여왕이 탄생했다!=2469
VoiceOver/JeonA/ResearchComplete00,연구 완료.=2470
VoiceOver/JeonA/SalvageComplete00,회수 작업 완료.=2471
VoiceOver/JeonA/ThorRepaired00,토르 수리 완료.=2472
VoiceOver/JeonA/Transmission00,신호 수신 중.=2473
VoiceOver/JeonA/Transmission01,신호 수신 중.=2474
VoiceOver/JeonA/TumorUnderAttack00,점막 종양이 공격받고 있다.=2475
VoiceOver/JeonA/UpgradeComplete00,업그레이드 완료.=2476
VoiceOver/JeonA/WarpInComplete00,소환 완료=2477
VoiceOver/JeonA/WorkersUnderAttack00,아군 건설로봇이 공격받고 있네.=2478
VoiceOver/JeonA/WorkersUnderAttackProtoss00,탐사정이 공격받고 있다!=2479
VoiceOver/JeonA/WorkersUnderAttackTerran00,아군 건설로봇이 공격받고 있네.=2480
VoiceOver/JeonA/WorkersUnderAttackZerg00,어... 네, 일벌레가 공격받고 있습니다!=2481
VoiceOver/KaraxA/AddOnComplete01,부속건물 완성.=2482
VoiceOver/KaraxA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있습니다.=2483
VoiceOver/KaraxA/AllyUnderAttack00,동맹이 전투에서 적과 마주쳤습니다.=2484
VoiceOver/KaraxA/BaseUnderAttack00,우리의 연결체 지점이 공격받고 있습니다. /// They are attacking our base!=2485
VoiceOver/KaraxA/BuildError00,그곳에는 소환할 수 없습니다.=2486
VoiceOver/KaraxA/BuildErrorZerg00,그 명령은 수행할 수 없다.=2487
VoiceOver/KaraxA/CalldownLaunch00,핵 공격이 감지됐습니다! 원시적이지만, 강력한 공격입니다.=2488
VoiceOver/KaraxA/CalldownLaunch01,핵 무기가 투하되는 게 감지됐습니다!=2489
VoiceOver/KaraxA/CommandCenterUpgraded00,사령부 업그레이드 완료.=2490
VoiceOver/KaraxA/Countdown00,오... 사... 삼... 이... 일...=2491
VoiceOver/KaraxA/EvolutionComplete00,진화 완료.=2492
VoiceOver/KaraxA/ForcesUnderAttack00,우리 전사들이 적과의 전투를 시작했습니다.=2493
VoiceOver/KaraxA/ForcesUnderAttackZerg00,그대의 무리가 적과 마주쳤다.=2494
VoiceOver/KaraxA/GamePaused00,잠시만 기다려 주십시오. 이 기계들을 좀 조정해야겠습니다.=2495
VoiceOver/KaraxA/GameResumed00,죄송합니다! 이 로봇들이 여간 까탈스러운 게 아니라서요. 그럼 계속하실까요?=2496
VoiceOver/KaraxA/GeyserExhausted00,이 간헐천의 베스핀 가스를 모두 융화했습니다.=2497
VoiceOver/KaraxA/GeyserExhausted01,베스핀 간헐천이 고갈됐습니다.=2498
VoiceOver/KaraxA/GeyserExhaustedZerg01,이 간헐천의 베스핀 가스를 모두 추출했다.=2499
VoiceOver/KaraxA/MULEDeployed00,지금 지게로봇을 배치합니다.=2500
VoiceOver/KaraxA/MaxSupply00,보급품을 추가할 수가 없습니다.=2501
VoiceOver/KaraxA/MaxSupply01,보급품이 이미 한도에 도달했습니다.=2502
VoiceOver/KaraxA/MetamorphosisComplete00,변형 완료.=2503
VoiceOver/KaraxA/MineralsDepleted00,광맥이 고갈됐습니다.=2504
